source_row,name,city,state,country,type,should_write,written_raw,written_status,drew_one_raw,drew_status,wrote_thank_feb2020,website,instagram,twitter,existing_site_match,existing_site_id,existing_site_path,candidate_site_names
1855,Orange Blossom Brewing Company,Lakeland,FL,,Micro,,,not_recorded,,not_recorded,,,,,unmatched,,,
1856,Carleen,Lakewood Ranch,FL,,RAoC,,yes,confirmed_yes,yes,confirmed_yes,yes,,,,exact,carleen,content/breweries/carleen.md,
1857,Craft Life Brewing,Land O Lakes,FL,,Taproom,,,not_recorded,,not_recorded,,,,,unmatched,,,
1858,In the Loop Brewing,Land O Lakes,FL,,Taproom,,,not_recorded,,not_recorded,,,,,unmatched,,,
1859,Arkane Aleworks,Largo,FL,,Taproom,,2019-11-27T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
1860,Great Chicago Fire Brewery and Tap Room,Leesburg,FL,,Taproom,,,not_recorded,,not_recorded,,,,,unmatched,,,
1861,Hourglass Brewing,Longwood,FL,,Taproom,,,not_recorded,,not_recorded,,,,,unmatched,,,
1862,Crooked Rooster Brewery LLC.,Macclenny,FL,,Taproom,,2020-04-11T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
1863,Mad Beach Brewing,Madeira Beach,FL,,Brewpub,,2020-02-07T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
1864,Charlie and Jakes Brewery and Grille,Melbourne,FL,,Brewpub,,2020-02-07T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
1865,Brock’s Homebrew Supply,Melbourne,FL,,Taproom,,,not_recorded,,not_recorded,,,,,unmatched,,,
1866,Hell ‘n Blazes Brewing Company,Melbourne,FL,,Brewpub,,,not_recorded,,not_recorded,,,,,unmatched,,,
1867,Intracoastal Brewing Co.,Melbourne,FL,,Micro,,,not_recorded,,not_recorded,,,,,unmatched,,,
1868,Titanic Brewing Co,Miami,FL,,Brewpub,,2020-02-01T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
1869,Biscayne Bay Brewing Co,Miami,FL,,Micro,,2020-02-07T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
1870,Concrete Beach Brewery,Miami,FL,,Micro,,2020-02-07T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
1871,The Tank Brewing Company,Miami,FL,,Micro,,2020-02-07T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
1872,Wynwood Brewing Company,Miami,FL,,Regional,,2020-02-07T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
1873,NightLife Brewing Co,Miami,FL,,Micro,,2020-03-03T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
1874,Spanish Marie Brewery,Miami,FL,,Taproom,,2020-04-11T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
1875,J Wakefield Brewing,Miami,FL,,Micro,,12/20.2019,date_needs_review,,not_recorded,,,,,unmatched,,,
1876,Beat Culture,Miami,FL,,Brewpub,,,not_recorded,,not_recorded,,,,,unmatched,,,
1877,Bousa Brewing Company,Miami,FL,,Micro,,,not_recorded,,not_recorded,,,,,unmatched,,,
1878,Lincoln’s Beard Brewing Co.,Miami,FL,,Taproom,,,not_recorded,,not_recorded,,,,,unmatched,,,
1879,Strange Beast,Miami,FL,,Brewpub,,,not_recorded,,not_recorded,,,,,unmatched,,,
1880,Veza Sur Brewing Co,Miami,FL,,,,,not_recorded,,not_recorded,,,,,unmatched,,,
1881,Abbey Brewing Co,Miami Beach,FL,,Brewpub,,2019-08-29T00:00:00,confirmed_date,,not_recorded,,,,,exact,abbey-brewing-co,content/breweries/abbey-brewing-co.md,
1882,Gravity Brewlab,Miami Beach,FL,,Contract,,2020-03-03T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
1883,Beardless Brewhaus,Milton,FL,,Taproom,,2020-04-11T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
1884,Brew Angels LLC,Milton,FL,,Brewpub,,,not_recorded,,not_recorded,,,,,unmatched,,,
1885,Mount Dora Brewing Co,Mount Dora,FL,,Brewpub,,2020-04-11T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
1886,"Fantasy Brewmasters, LLC",Naples,FL,,Contract,,2020-03-03T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
1887,Naples Beach Brewery,Naples,FL,,Taproom,,2020-03-03T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
1888,South Cypress Brewing,Naples,FL,,Brewpub,,2020-04-11T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
1889,Ankrolab Brewing Company,Naples,FL,,Taproom,,,not_recorded,,not_recorded,,,,,unmatched,,,
1890,Bone Hook Brewing Company,Naples,FL,,Taproom,,,not_recorded,,not_recorded,,,,,unmatched,,,
1891,Riptide Brewing Company,Naples,FL,,Taproom,,,not_recorded,,not_recorded,,,,,unmatched,,,
1892,Ye Olde Brothers Brewery,Navarre,FL,,Brewpub,,,not_recorded,,not_recorded,,,,,unmatched,,,
1893,Cotee River Brewing Company,New Port Richey,FL,,Brewpub,,2020-04-11T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
1894,Infusion Brewing Company of Trinity,New Port Richey,FL,,Taproom,,,not_recorded,,not_recorded,,,,,unmatched,,,
1895,Half Wall Brewery,New Smyrna Beach,FL,,Brewpub,,2020-03-03T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
1896,New Smyrna Beach Brewing Co,New Smyrna Beach,FL,,Taproom,,2020-03-03T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
1897,3rd Planet Brewing,Niceville,FL,,Micro,,2020-02-07T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
1898,Strange Colt Brewery,Niceville,FL,,Brewpub,,2020-04-11T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
1899,3rd Planet Brewing,Niceville,FL,,Micro,yes,,not_recorded,,not_recorded,,,,,unmatched,,,
1900,Twisted Trunk Brewing Company,North Palm Beach,FL,,Micro,,2020-02-01T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
1901,Funky Buddha Brewery,Oakland Park,FL,,Largge,,2019-06-17T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
1902,Fishhawk Spirits,Ocala,FL,,Distillery,,yes,confirmed_yes,yes,confirmed_yes,yes,,,,unmatched,,,
1903,Infinite Ale Works,Ocala,FL,,Micro,,,not_recorded,,not_recorded,,,,,unmatched,,,
1904,Toll Road Brewing Company,Ocoee,FL,,Taproom,,,not_recorded,,not_recorded,,,,,unmatched,,,
1905,Big Storm Brewing,Odessa,FL,,Micro,,,not_recorded,,not_recorded,,,,,unmatched,,,
1906,Legacy Caribbean Craft Brewery,Opa Locka,FL,,Taproom,,2020-04-11T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
1907,Pinglehead Brewing Company / Brewer’s Pizza,Orange Park,FL,,Brewpub,,2020-03-03T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
1908,Castle Church Brewing Community,Orlando,FL,,Taproom,,2020-03-03T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
1909,Ivanhoe Park Brewing Company,Orlando,FL,,Taproom,,2020-03-03T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
1910,Ten 10 Brewing Co,Orlando,FL,,Brewpub,,2020-03-03T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
1911,Broken Strings Brewery,Orlando,FL,,Taproom,,2020-04-11T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
1912,Ellipsis Brewing,Orlando,FL,,Taproom,,2020-04-11T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
1913,"Orlando Brewing Partners, Inc.",Orlando,FL,,Micro,,2020-04-11T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
1914,Park Pizza & Brewing Company,Orlando,FL,,Brewpub,,2020-04-11T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
1915,Tactical Brewing Company,Orlando,FL,,Taproom,,2020-04-11T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
1916,Dead Lizard Brewing Company,Orlando,FL,,Micro,,,not_recorded,,not_recorded,,,,,unmatched,,,
1917,Half Barrel Beer Project,Orlando,FL,,Brewpub,,,not_recorded,,not_recorded,,,,,unmatched,,,
1918,Orange County Brewers,Orlando,FL,,Brewpub,,,not_recorded,,not_recorded,,,,,unmatched,,,
1919,Redlight Redlight Beer Parlour and Brewery,Orlando,FL,,Taproom,,,not_recorded,,not_recorded,,,,,unmatched,,,
1920,RockPit Brewing,Orlando,FL,,Taproom,,,not_recorded,,not_recorded,,,,,unmatched,,,
1921,Sideward Brewing Co,Orlando,FL,,Brewpub,,,not_recorded,,not_recorded,,,,,unmatched,,,
1922,Whisper Creek Farm: Kitchen and Brewery,Orlando,FL,,Brewpub,,,not_recorded,,not_recorded,,,,,unmatched,,,
1923,Ormond Brewing,Ormond Beach,FL,,Micro,,2020-02-07T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
1924,Beachside Brew Pub,Ormond Beach,FL,,Taproom,,,not_recorded,,not_recorded,,,,,unmatched,,,
1925,Oviedo Brewing Co,Oviedo,FL,,Brewpub,,,not_recorded,,not_recorded,,,,,unmatched,,,
1926,Alcatraz Brewing,Palm Coast,FL,,Micro,,2019-08-29T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
1927,Moonrise Brewing Company,Palm Coast,FL,,Brewpub,,2019-11-27T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
1928,Palm Harbor Brewery,Palm Harbor,FL,,Brewpub,,2020-03-03T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
1929,Stilt House Brewery,Palm Harbor,FL,,Taproom,,2020-03-03T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
1930,De Bine Brewing Company,Palm Harbor,FL,,Taproom,,,not_recorded,,not_recorded,,,,,unmatched,,,
1931,Lagerhaus Brewery & Grill,Palm Harbor,FL,,Brewpub,,,not_recorded,,not_recorded,,,,,unmatched,,,
1932,Corporate Ladder Brewing Company,Palmetto,FL,,Taproom,,,not_recorded,,not_recorded,,,,,unmatched,,,
1933,Uncle Ernies Bayfront Grill & Brew House,Panama City,FL,,Contract,,2020-03-03T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
1934,Pensacola Bay Brewery,Pensacola,FL,,Taproom,,2020-04-11T00:00:00,confirmed_date,yes,confirmed_yes,,,,,unmatched,,,
1935,A Little Madness Brewing Company,Pensacola,FL,,Taproom,,2019-08-29T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
1936,Goat Lips Chew and Brewhouse / Redneck Riviera Brewing,Pensacola,FL,,Brewpub,,2020-02-01T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
1937,McGuire’s Irish Pub and Brewery - Pensacola,Pensacola,FL,,Brewpub,,2020-03-03T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
1938,Spahr Brewing Company,Pensacola,FL,,Taproom,,2020-03-03T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
1939,Odd Colony,Pensacola,FL,,Micro,yes,,not_recorded,,not_recorded,,,,,unmatched,,,
1940,Perfect Plain Brewing Co.,Pensacola,FL,,Taproom,yes,,not_recorded,,not_recorded,,,,,unmatched,,,
1941,Big Top Brewing Company Pensacola,Pensacola,FL,,Brewpub,,,not_recorded,,not_recorded,,,,,unmatched,,,
1942,Gulf Coast Brewery LLC,Pensacola,FL,,Micro,,,not_recorded,,not_recorded,,,,,unmatched,,,
1943,Two Henrys Brewing Company,Plant City,FL,,Micro,,,not_recorded,,not_recorded,,,,,unmatched,,,
1944,Bangin’ Banjo Brewing Company,Pompano Beach,FL,,Taproom,,2020-03-03T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
1945,Odd Breed Wild Ales,Pompano Beach,FL,,Taproom,,2020-04-11T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
1946,The Weed Reaper Experiment Brewery and Taproom,Pompano Beach,FL,,Micro,,2020-04-11T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
1947,26 Degree Brewing Company,Pompano Beach,FL,,Micro,,,not_recorded,,not_recorded,,,,,unmatched,,,
1948,Tomoka Brewing Company,Port Orange,FL,,Brewpub,,2020-02-01T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
1949,HopLife Brewing Company,Port Saint Lucie,FL,,Taproom,,2020-04-11T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
1950,Side Door Brewing Company,Port Saint Lucie,FL,,Taproom,,2020-04-11T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
1951,Fat Point Brewing,Punta Gorda,FL,,Micro,,2020-03-03T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
1952,Leaven Brewing Co.,Riverview,FL,,Taproom,,2020-03-03T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
1953,Royal Palm Brewing Company,Royal Palm Beach,FL,,Brewpub,,,not_recorded,,not_recorded,,,,,unmatched,,,
1954,Crooked Thumb Brewery,Safety Harbor,FL,,Taproom,,2020-03-03T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
1955,Troubled Waters Brewing Co.,Safety Harbor,FL,,Taproom,,,not_recorded,,not_recorded,,,,,unmatched,,,
1956,Ancient City Brewing Co.,Saint Augustine,FL,,Micro,,2020-03-03T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
1957,Bog Brewing Company,Saint Augustine,FL,,Taproom,,2020-03-03T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
1958,Old Coast Ales,Saint Augustine,FL,,Brewpub,,2020-03-03T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
1959,Dog Rose Brewing Company,Saint Augustine,FL,,Micro,,2020-04-11T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
1960,3 Daughters Brewing,Saint Petersburg,FL,,Regional,,2020-03-03T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
1961,If I Brewed the World Brewery,Saint Petersburg,FL,,Taproom,,2020-03-03T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
1962,Overflow Brewing Company,Saint Petersburg,FL,,Taproom,,2020-03-03T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
1963,Right Around The Corner,Saint Petersburg,FL,,Taproom,,2020-03-03T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
1964,Green Bench Brewing Co,Saint Petersburg,FL,,Micro,,2020-04-11T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
1965,St. Pete Brewing Company,Saint Petersburg,FL,,Taproom,,2020-04-11T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
1966,Avid Brew Co,Saint Petersburg,FL,,Taproom,,,not_recorded,,not_recorded,,,,,unmatched,,,
1967,Cage Brewing,Saint Petersburg,FL,,Taproom,,,not_recorded,,not_recorded,,,,,unmatched,,,
1968,Cycle Brewing Production and Warehouse,Saint Petersburg,FL,,Micro,,,not_recorded,,not_recorded,,,,,unmatched,,,
1969,"Dissent Craft Brewing Company, LLC",Saint Petersburg,FL,,Taproom,,,not_recorded,,not_recorded,,,,,unmatched,,,
1970,Pesky Pelican Brewpub,Saint Petersburg,FL,,Brewpub,,,not_recorded,,not_recorded,,,,,unmatched,,,
1971,Pinellas Ale Works,Saint Petersburg,FL,,Taproom,,,not_recorded,,not_recorded,,,,,unmatched,,,
1972,WopsHops Brewing Company,Sanford,FL,,Brewpub,,2020-03-03T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
1973,Inner Compass Brewing,Sanford,FL,,Taproom,,2020-04-11T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
1974,Deviant Wolfe Brewing,Sanford,FL,,Taproom,,,not_recorded,,not_recorded,,,,,unmatched,,,
1975,Sanford Brewing Company,Sanford,FL,,Brewpub,,,not_recorded,,not_recorded,,,,,unmatched,,,
1976,Grayton Beer Company,Santa Rosa Beach,FL,,Micro,,2020-03-03T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
1977,Grayton Beer Brewpub,Santa Rosa Beach,FL,,Brewpub,,2020-04-11T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
1978,Idyll Hounds Brewing Company,Santa Rosa Beach,FL,,Micro,,2020-04-11T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
1979,JDub’s Brewing Co.,Sarasota,FL,,Micro,,2020-02-07T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
1980,Big Top Brewing Company,Sarasota,FL,,Micro,,2020-03-03T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
1981,Brew Life Brewing,Sarasota,FL,,Taproom,,2020-03-03T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
1982,Calusa Brewing Company,Sarasota,FL,,Taproom,,,not_recorded,,not_recorded,,,,,unmatched,,,
1983,Sarasota Brewing Co,Sarasota,FL,,Brewpub,,,not_recorded,,not_recorded,,,,,unmatched,,,
1984,Mash Monkeys Brewing Company,Sebastian,FL,,Taproom,,,not_recorded,,not_recorded,,,,,unmatched,,,
1985,Pareidolia Brewing Co.,Sebastian,FL,,Brewpub,,,not_recorded,,not_recorded,,,,,unmatched,,,
1986,Rapp Brewing Company,Seminole,FL,,Taproom,,2020-04-11T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
1987,Inoculum Ale Works,Spring Hill,FL,,Taproom,,2020-03-03T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
1988,Mastry’s Brewing Co,St Pete Beach,FL,,Taproom,,2020-03-03T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
1989,Cycle Brewing,St Petersburg,FL,,Micro,,2020-03-03T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
1990,Flying Boat Brewing Company,St Petersburg,FL,,Taproom,,,not_recorded,,not_recorded,,,,,unmatched,,,
1991,Ocean Republic Brewing,Stuart,FL,,Brewpub,,,not_recorded,,not_recorded,,,,,unmatched,,,
1992,Ology Brewing Co,Tallahassee,FL,,Micro,,2020-02-07T00:00:00,confirmed_date,,not_recorded,,,,,exact,ology-brewing-co,content/breweries/ology-brewing-co.md,
1993,Fools Fire Brewing Company At Fermentation Lounge,Tallahassee,FL,,Brewpub,,2020-03-03T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
1994,Lake Tribe Brewing,Tallahassee,FL,,Micro,,2020-03-03T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
1995,Proof Brewing Co,Tallahassee,FL,,Micro,,2020-04-11T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
1996,Deep Brewing Company,Tallahassee,FL,,Micro,,,not_recorded,,not_recorded,,,,,unmatched,,,
1997,Endless Pens,Tampa,FL,,Pens,,yes,confirmed_yes,yes,confirmed_yes,yes,https://endlesspens.com/,https://www.instagram.com/endlesspens.usa/,https://twitter.com/pensendless,exact,endless-pens,content/breweries/endless-pens.md,
1998,Cigar City Brewing,Tampa,FL,,Regional,,2019-06-13T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
1999,81Bay Brewing Company,Tampa,FL,,Taproom,,2019-08-29T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
2000,Ulele Spring Brewery,Tampa,FL,,Brewpub,,2020-02-01T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
2001,Bastet Brewing,Tampa,FL,,Contract,,2020-02-07T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
2002,The Wild Rover Brewery,Tampa,FL,,Brewpub,,2020-02-07T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
2003,7venth Sun Brewery,TAMPA,FL,,Taproom,,2020-03-03T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
2004,"Angry Chair Brewing, LLC.",Tampa,FL,,Taproom,,2020-03-03T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
2005,Brew Bus Brewing,Tampa,FL,,Micro,,2020-03-03T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
2006,Coppertail Brewing,Tampa,FL,,Regional,,2020-03-03T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
2007,D. G. Yuengling and Son Inc,Tampa,FL,,Regional,,2020-03-03T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
2008,Zydeco Brew Werks,Tampa,FL,,Brewpub,,2020-04-11T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
2009,7venth Sun Tampa,Tampa,FL,,Micro,,,not_recorded,,not_recorded,,,,,unmatched,,,
2010,"Bay Cannon Beer Company, LLC",TAMPA,FL,,Brewpub,,,not_recorded,,not_recorded,,,,,unmatched,,,
2011,Carrollwood Brewing Company,Tampa,FL,,Brewpub,,,not_recorded,,not_recorded,,,,,unmatched,,,
2012,Cigar City Airport Location,Tampa,FL,,Brewpub,,,not_recorded,,not_recorded,,,,,unmatched,,,
2013,Hidden Springs Ale Works,Tampa,FL,,Micro,,,not_recorded,,not_recorded,,,,,unmatched,,,
2014,Mr Dunderbaks Biergarten and Brewery / Dunderbrau Brewing,Tampa,FL,,Brewpub,,,not_recorded,,not_recorded,,,,,unmatched,,,
2015,Six Ten Brewing,Tampa,FL,,Taproom,,,not_recorded,,not_recorded,,,,,unmatched,,,
2016,Southern Brewing & Winemaking,Tampa,FL,,Brewpub,,,not_recorded,,not_recorded,,,,,unmatched,,,
2017,Tampa Bay Brewing Co Brewpub,Tampa,FL,,Micro,,,not_recorded,,not_recorded,,,,,unmatched,,,
2018,Tampa Bay Brewing Co Production Brewery,Tampa,FL,,Micro,,,not_recorded,,not_recorded,,,,,unmatched,,,
2019,Tampa Beer Works,Tampa,FL,,Taproom,,,not_recorded,,not_recorded,,,,,unmatched,,,
2020,Silverking Brewing Company,Tarpon Springs,FL,,Taproom,,2020-03-03T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
2021,Unrefined Brewing,Tarpon Springs,FL,,Taproom,,2020-03-03T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
2022,Saint Somewhere Brewing Co,Tarpon Springs,FL,,Micro,,,not_recorded,,not_recorded,,,,,unmatched,,,
2023,Tequesta Brewing Co,Tequesta,FL,,Micro,,2020-03-03T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
2024,Playalinda Brewing Company,Titusville,FL,,Brewpub,,,not_recorded,,not_recorded,,,,,unmatched,,,
2025,Playalinda Brewing Company -  Brix Project,Titusville,FL,,Micro,,,not_recorded,,not_recorded,,,,,unmatched,,,
2026,Escape Brewing Company,Trinity,FL,,Taproom,,2020-03-03T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
2027,Bullfrog Creek Brewing Company,Valrico,FL,,Taproom,,,not_recorded,,not_recorded,,,,,unmatched,,,
2028,3 Bridges Brewing,Venice,FL,,Brewpub,,,not_recorded,,not_recorded,,,,,unmatched,,,
2029,American Icon Brewery,Vero Beach,FL,,Brewpub,,2020-04-11T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
2030,Orchid Island Brewery,Vero Beach,FL,,Brewpub,,2020-04-11T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
2031,Walking Tree Brewery,Vero Beach,FL,,Taproom,,2020-04-11T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
2032,Lost Shirt Brewing Company,West Melbourne,FL,,Taproom,,,not_recorded,,not_recorded,,,,,unmatched,,,
2033,Steam Horse Brewing,West Palm Beach,FL,,Taproom,,2020-03-03T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
2034,American Craft Aleworks,West Palm Beach,FL,,Brewpub,,2020-04-11T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
2035,Civil Society Brewing Co- West Palm Beach,West Palm Beach,FL,,Micro,,,not_recorded,,not_recorded,,,,,unmatched,,,
2036,Dixie Grill & Brewery,West Palm Beach,FL,,Brewpub,,,not_recorded,,not_recorded,,,,,unmatched,,,
2037,Ookapow Brewing Company,West Palm Beach,FL,,Taproom,,,not_recorded,,not_recorded,,,,,unmatched,,,
2038,West Palm Beach Brewery & Wine Vault,West Palm Beach,FL,,Brewpub,,,not_recorded,,not_recorded,,,,,unmatched,,,
2039,Backyard Barn Winery and Microbrewery,Wildwood,FL,,Taproom,,2020-04-11T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
2040,Crooked Can Brewing Co,Winter Garden,FL,,Micro,,2020-02-07T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
2041,Grove Roots Brewing,Winter Haven,FL,,Taproom,,2020-04-11T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
2042,Ravenous Pig Brewing,Winter Park,FL,,Brewpub,,2019-06-17T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
2043,The Bear And Peacock,Winter Park,FL,,Taproom,,2020-03-03T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
2044,Deadly Sins Brewing,Winter Park,FL,,Micro,,2020-04-11T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
2045,SJ Brewing Company,Yulee,FL,,Taproom,,2020-03-03T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
2046,Zephyrhills Brewing Company,Zephyrhills,FL,,Proprietor,,2020-03-03T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
2047,MillerCoors Brewing Co - Albany,Albany,GA,,Largge,,2020-03-03T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
2048,Pretoria Fields Collective,Albany,GA,,Taproom,,,not_recorded,,not_recorded,,,,,unmatched,,,
2049,Jekyll Brewing,Alpharetta,GA,,Micro,,2020-04-11T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
2050,Currahee Brewing Company,Alpharetta,GA,,Micro,,,not_recorded,,not_recorded,,,,,unmatched,,,
2051,Terrapin Beer Co,Athens,GA,,Largge,,2020-03-03T00:00:00,confirmed_date,yes,confirmed_yes,,https://www.terrapinbeer.com/,https://www.instagram.com/terrapinbeerco/,https://twitter.com/terrapinbeerco,exact,terrapin-beer-co,content/breweries/terrapin-beer-co.md,
2052,Akademia Brewing Company,Athens,GA,,Brewpub,,2019-08-29T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
2053,Creature Comforts Brewing Co.,Athens,GA,,Regional,,2020-03-03T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
2054,Creature Comforts Production Facility At Southern Mill,Athens,GA,,Regional,,2020-03-03T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
2055,Southern Brewing Company,Athens,GA,,Micro,,,not_recorded,,not_recorded,,,,,unmatched,,,
2056,Stats Brewpub,Atlanta,GA,,Brewpub,,2020-02-07T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
2057,5 Seasons Brewing Co,Atlanta,GA,,Brewpub,,2020-03-03T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
2058,EuroBevs,Atlanta,GA,,Contract,,2020-03-03T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
2059,Halfway Crooks Beer,Atlanta,GA,,Taproom,,2020-03-03T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
2060,New Realm Brewing,Atlanta,GA,,Micro,,2020-03-03T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
2061,Orpheus Brewing,Atlanta,GA,,Micro,,2020-03-03T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
2062,Steady Hand Beer Co.,Atlanta,GA,,Microbrewery,,2020-03-03T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
