source_row,name,city,state,country,type,should_write,written_raw,written_status,drew_one_raw,drew_status,wrote_thank_feb2020,website,instagram,twitter,existing_site_match,existing_site_id,existing_site_path,candidate_site_names
4222,Legion Brewing Company,Charlotte,NC,,Taproom,,2020-04-11T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
4223,Salud Cerveceria,Charlotte,NC,,Brewpub,,2020-04-11T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
4224,Suffolk Punch Brewing,Charlotte,NC,,Brewpub,,2020-04-11T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
4225,Sugar Creek Brewing Co.,Charlotte,NC,,Micro,,2020-04-11T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
4226,The Chamber By Wooden Robot Brewery,Charlotte,NC,,Taproom,,2020-04-11T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
4227,Sycamore Brewing,Charlotte,NC,,Taproom,,12/20.2019,date_needs_review,,not_recorded,,,,,unmatched,,,
4228,Armored Cow Brewing Co.,Charlotte,NC,,Taproom,,,not_recorded,,not_recorded,,,,,unmatched,,,
4229,Birdsong Brewing Co.,Charlotte,NC,,Micro,,,not_recorded,,not_recorded,,,,,unmatched,,,
4230,Brewers At 4001 Yancey,Charlotte,NC,,Brewpub,,,not_recorded,,not_recorded,,,,,unmatched,,,
4231,Free Range Brewing,Charlotte,NC,,Taproom,,,not_recorded,,not_recorded,,,,,unmatched,,,
4232,Heist Brewery,Charlotte,NC,,Brewpub,,,not_recorded,,not_recorded,,,,,unmatched,,,
4233,Heist Brewery & Barrel Arts,Charlotte,NC,,Micro,,,not_recorded,,not_recorded,,,,,unmatched,,,
4234,Lenny Boy Brewing Co,Charlotte,NC,,Micro,,,not_recorded,,not_recorded,,,,,unmatched,,,
4235,Lower Left Brewing Co.,Charlotte,NC,,Taproom,,,not_recorded,,not_recorded,,,,,unmatched,,,
4236,NoDa Brewing Co - OG,Charlotte,NC,,Micro,,,not_recorded,,not_recorded,,,,,unmatched,,,
4237,Pilot Brewing Co.,Charlotte,NC,,Taproom,,,not_recorded,,not_recorded,,,,,unmatched,,,
4238,Seven Jars Products,Charlotte,NC,,Taproom,,,not_recorded,,not_recorded,,,,,unmatched,,,
4239,Triple C Brewing,Charlotte,NC,,Taproom,,,not_recorded,,not_recorded,,,,,unmatched,,,
4240,Triple C Brewing Company - The Barrel Room,Charlotte,NC,,Micro,,,not_recorded,,not_recorded,,,,,unmatched,,,
4241,Deep River Brewing Company,Clayton,NC,,Micro,,2020-04-11T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
4242,Other Side of the Moon Brewery / Full Moon Oyster Bar,Clemmons,NC,,Brewpub,,,not_recorded,,not_recorded,,,,,unmatched,,,
4243,Twenty-Six Acres Brewing Company,Concord,NC,,Taproom,,2020-03-03T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
4244,Cabarrus Brewing Company,Concord,NC,,Taproom,,2020-04-11T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
4245,Commoners Brewing Company,Concord,NC,,Taproom,,,not_recorded,,not_recorded,,,,,unmatched,,,
4246,High Branch Brewing Co,Concord,NC,,Taproom,,,not_recorded,,not_recorded,,,,,unmatched,,,
4247,Red Hill Brewing Co,Concord,NC,,Taproom,,,not_recorded,,not_recorded,,,,,unmatched,,,
4248,Southern Strain Brewing Company,Concord,NC,,Taproom,,,not_recorded,,not_recorded,,,,,unmatched,,,
4249,Ass Clown Brewing Co,Cornelius,NC,,Micro,,2020-03-03T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
4250,BCA - Brewing Corporation of the Americas,Cornelius,NC,,Contract,,2020-03-03T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
4251,D9 Brewing Company,Cornelius,NC,,Micro,,,not_recorded,,not_recorded,,,,,unmatched,,,
4252,Eleven Lakes Brewing Company,Cornelius,NC,,Taproom,,,not_recorded,,not_recorded,,,,,unmatched,,,
4253,Northern Outer Banks Brewing Company,Corolla,NC,,Micro,,2020-04-11T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
4254,Ole Dallas Brewery,Dallas,NC,,Taproom,,2020-04-11T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
4255,Bull City Homebrew,Durham,NC,,Taproom,,2020-02-01T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
4256,Bull Durham Beer Co,Durham,NC,,Micro,,2020-02-01T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
4257,Durty Bull Brewing Co.,Durham,NC,,Micro,,2020-02-01T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
4258,Fullsteam Brewery,Durham,NC,,Micro,,2020-02-01T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
4259,Hi-Wire Brewing Taproom,Durham,NC,,Micro,,2020-02-01T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
4260,Ponysaurus Brewing Company,Durham,NC,,Taproom,,2020-02-01T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
4261,Barrel Culture Brewing And Blending,Durham,NC,,Taproom,,2020-04-11T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
4262,Bull City Burger And Brewery,Durham,NC,,Brewpub,,,not_recorded,,not_recorded,,,,,unmatched,,,
4263,"Starpoint Brewing, LLC / Beer Study",Durham,NC,,Taproom,,,not_recorded,,not_recorded,,,,,unmatched,,,
4264,The Glass Jug,Durham,NC,,Taproom,,,not_recorded,,not_recorded,,,,,unmatched,,,
4265,Ghost Harbor Brewing Company,Elizabeth City,NC,,Taproom,,2020-04-11T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
4266,Angry Troll Brewing,Elkin,NC,,Brewpub,,2020-02-01T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
4267,Skull Camp Brewing,Elkin,NC,,Micro,,2020-02-01T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
4268,Sideways Farm and Brewery,Etowah,NC,,Taproom,,2020-03-03T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
4269,Whistle Hop Brewing Company,Fairview,NC,,Taproom,,2020-02-01T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
4270,Turgua Brewing Co,Fairview,NC,,Taproom,,,not_recorded,,not_recorded,,,,,unmatched,,,
4271,Duck Rabbit Craft Brewery,Farmville,NC,,Micro,,2020-02-01T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
4272,Lake Gaston Brewing Company,Fayetteville,NC,,Brewpub,,2020-04-11T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
4273,Bright Light Brewing Company,Fayetteville,NC,,Taproom,,,not_recorded,,not_recorded,,,,,unmatched,,,
4274,Huske Hardware House Brewing Co,Fayetteville,NC,,Brewpub,,,not_recorded,,not_recorded,,,,,unmatched,,,
4275,Mash House Restaurant & Brewery,Fayetteville,NC,,Brewpub,,,not_recorded,,not_recorded,,,,,unmatched,,,
4276,Blue Ghost Brewing Company,Fletcher,NC,,Brewpub,,,not_recorded,,not_recorded,,,,,unmatched,,,
4277,Lazy Hiker Brewing Co.,Franklin,NC,,Taproom,,2020-02-01T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
4278,Currahee Brewing Company,Franklin,NC,,Micro,,,not_recorded,,not_recorded,,,,,unmatched,,,
4279,Fainting Goat Brewing Company,Fuquay Varina,NC,,Taproom,,2020-02-01T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
4280,Aviator Brewing Company,Fuquay Varina,NC,,Regional,,2020-03-03T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
4281,Oaklyn Springs Brewery,Fuquay Varina,NC,,Taproom,,2020-03-03T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
4282,3rd Degree Brewhouse,Fuquay Varina,NC,,Micro,,2020-04-11T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
4283,Mason Jar Lager Co.,Fuquay Varina,NC,,Micro,,,not_recorded,,not_recorded,,,,,unmatched,,,
4284,Cavendish Brewing Company,Gastonia,NC,,Taproom,,2020-03-03T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
4285,Morgan Ridge Vineyards & Brewhouse,Gold Hill,NC,,Brewpub,,,not_recorded,,not_recorded,,,,,unmatched,,,
4286,Forgotten Road Ales,Graham,NC,,Taproom,,2020-03-03T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
4287,Weeping Radish Farm Brewery,Grandy,NC,,Micro,,2020-02-01T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
4288,Granite Falls Brewing Co.,Granite Falls,NC,,Micro,,2020-04-11T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
4289,Gibb’s Hundred Brewing Company,Greensboro,NC,,Micro,,2020-02-01T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
4290,Joymongers Brewing Co.,Greensboro,NC,,Taproom,,2020-02-01T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
4291,Peter Draws,Greensboro,NC,,,,2020-02-01T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
4292,Natty Greene’s Brewing Co,Greensboro,NC,,Brewpub,,2020-03-03T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
4293,Natty Greene’s Brewing Co,Greensboro,NC,,Regional,,2020-03-03T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
4294,Preyer Brewing Company,Greensboro,NC,,Taproom,,2020-03-03T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
4295,Pig Pounder Brewery,Greensboro,NC,,Taproom,,2020-04-11T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
4296,Bark Brewing Company / Fat Dog’s Grille & Pub,Greensboro,NC,,Brewpub,,,not_recorded,,not_recorded,,,,,unmatched,,,
4297,Leveneleven Brewing,Greensboro,NC,,Taproom,,,not_recorded,,not_recorded,,,,,unmatched,,,
4298,Little Brother Brewing,Greensboro,NC,,Taproom,,,not_recorded,,not_recorded,,,,,unmatched,,,
4299,Pitt Street Brewing Company,Greenville,NC,,Taproom,,,not_recorded,,not_recorded,,,,,unmatched,,,
4300,Trollingwood Taproom & Brewery,Greenville,NC,,Taproom,,,not_recorded,,not_recorded,,,,,unmatched,,,
4301,Uptown Brewing Co,Greenville,NC,,Taproom,,,not_recorded,,not_recorded,,,,,unmatched,,,
4302,Pharr Mill Brewing Company,Harrisburg,NC,,Taproom,,2020-03-03T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
4303,Percent Tap House LLC,Harrisburg,NC,,Taproom,,,not_recorded,,not_recorded,,,,,unmatched,,,
4304,Hayesville Brewing Co,Hayesville,NC,,Brewpub,,2020-04-11T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
4305,Nocturnal Brewing Company,Hayesville,NC,,Brewpub,,,not_recorded,,not_recorded,,,,,unmatched,,,
4306,Guidon Brewing Company,Hendersonville,NC,,Micro,,2020-03-03T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
4307,Sanctuary Brewing Company,Hendersonville,NC,,Taproom,,2020-03-03T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
4308,Southern Appalachian Brewery,Hendersonville,NC,,Taproom,,2020-04-11T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
4309,Triskelion Brewing Company,Hendersonville,NC,,Taproom,,2020-04-11T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
4310,Dry Falls Brewing Co.,Hendersonville,NC,,Taproom,,,not_recorded,,not_recorded,,,,,unmatched,,,
4311,Hickory Brewery / American Honor Ale House and Brewery,Hickory,NC,,Micro,,2020-03-03T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
4312,Blowing Rock Draft House and Brewery,Hickory,NC,,Brewpub,,,not_recorded,,not_recorded,,,,,unmatched,,,
4313,Olde Hickory Brewery - Production,Hickory,NC,,Micro,,,not_recorded,,not_recorded,,,,,unmatched,,,
4314,Olde Hickory Brewery & Amos Howards,Hickory,NC,,Brewpub,,,not_recorded,,not_recorded,,,,,unmatched,,,
4315,Brown Truck Brewery,High Point,NC,,Taproom,,2019-06-05T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
4316,Goofy Foot Taproom and Brewery,High Point,NC,,Taproom,,,not_recorded,,not_recorded,,,,,unmatched,,,
4317,Liberty Brewery & Grill,High Point,NC,,Brewpub,,,not_recorded,,not_recorded,,,,,unmatched,,,
4318,Satulah Mountain Brewing Co,Highlands,NC,,Brewpub,,,not_recorded,,not_recorded,,,,,unmatched,,,
4319,Bombshell Beer Company,Holly Springs,NC,,Micro,,2020-03-03T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
4320,Carolina Brewing Co,Holly Springs,NC,,Micro,,2020-04-11T00:00:00,confirmed_date,,not_recorded,,,,,exact,carolina-brewing-co,content/breweries/carolina-brewing-co.md,
4321,Dirtbag Ales Brewery and Taproom,Hope Mills,NC,,Micro,,,not_recorded,,not_recorded,,,,,unmatched,,,
4322,Primal Brewery,Huntersville,NC,,Taproom,,2020-04-11T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
4323,Sweet Union Brewing,Indian Trail,NC,,Taproom,,,not_recorded,,not_recorded,,,,,unmatched,,,
4324,The Other Side of the Moon - Jamestown,Jamestown,NC,,Brewpub,,,not_recorded,,not_recorded,,,,,unmatched,,,
4325,Gypsy Road Brewing Co,Kernersville,NC,,Taproom,,2020-04-11T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
4326,Kernersville Brewing Company,Kernersville,NC,,Micro,,2020-04-11T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
4327,Outer Banks Brewing Station,Kill Devil Hills,NC,,Brewpub,,2020-02-01T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
4328,Mother Earth Brewing,Kinston,NC,,Micro,,,not_recorded,,not_recorded,,,,,unmatched,,,
4329,Oak City Brewing Company,Knightdale,NC,,Taproom,,,not_recorded,,not_recorded,,,,,unmatched,,,
4330,Hickory Nut Gorge Brewery,Lake Lure,NC,,Taproom,,2020-03-03T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
4331,Liquid Roots Brewing Project,Lenoir,NC,,Taproom,,2020-03-03T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
4332,Westbend Winery and Brewery,Lewisville,NC,,Taproom,,,not_recorded,,not_recorded,,,,,unmatched,,,
4333,"Untapped Territory, LLC",Lincolnton,NC,,Contract,,2020-03-03T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
4334,Tar Banks Brewing Co.,Louisburg,NC,,Taproom,,2020-03-03T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
4335,Hell on Horsecreek Brewing,Madison,NC,,Taproom,,2020-03-03T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
4336,Lost Colony Brewery and Cafe,Manteo,NC,,Brewpub,,2020-03-03T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
4337,Mica Town Brewing,Marion,NC,,Taproom,,2020-03-03T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
4338,Mad County Brewing,Marshall,NC,,Brewpub,,2020-04-11T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
4339,Seaboard Brewing,Matthews,NC,,Taproom,,2020-04-11T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
4340,Bright Penny Brewing Company,Mebane,NC,,Brewpub,,2020-04-11T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
4341,Sierra Nevada Brewing Co,Mills River,NC,,Regional,,2020-03-03T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
4342,Southern Range Brewing,Monroe,NC,,Brewpub,,,not_recorded,,not_recorded,,,,,unmatched,,,
4343,Ghostface Brewing Company,Mooresville,NC,,Brewpub,,2020-03-03T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
4344,Jolly Roger Brew,Mooresville,NC,,Micro,,2020-03-03T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
4345,King Canary Brewing Company,Mooresville,NC,,Taproom,,2020-03-03T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
4346,Hootenanny Brewing,Mooresville,NC,,Micro,,2020-04-11T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
4347,Beer Lab By Ghostface Brewing,Mooresville,NC,,Micro,,,not_recorded,,not_recorded,,,,,unmatched,,,
4348,Tight Lines Pub,Morehead City,NC,,Brewpub,,,not_recorded,,not_recorded,,,,,unmatched,,,
4349,Fonta Flora Brewery,Morganton,NC,,Micro,,2020-02-01T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
4350,Catawba Brewing Co,Morganton,NC,,Regional,,2020-03-03T00:00:00,confirmed_date,,not_recorded,,,,,exact,catawba-brewing-co,content/breweries/catawba-brewing-co.md,
4351,Sidetracked Brewery,Morganton,NC,,Taproom,,,not_recorded,,not_recorded,,,,,unmatched,,,
4352,Thirsty Souls Community Brewing,Mount Airy,NC,,Taproom,,2020-02-01T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
4353,Skull Camp Brewing,Mount Airy,NC,,Micro,,,not_recorded,,not_recorded,,,,,unmatched,,,
4354,White Elephant Beer Company,Mount Airy,NC,,Micro,,,not_recorded,,not_recorded,,,,,unmatched,,,
4355,R & R Brewing,Mount Olive,NC,,Taproom,,2020-03-03T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
4356,73 & Main Restaurant and Brewery,Mount Pleasant,NC,,Brewpub,,2020-04-11T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
4357,Valley River Brewery & Eatery,Murphy,NC,,Brewpub,,2020-04-11T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
4358,Fonta Flora Brewery At Whipoorwill Farm,Nebo,NC,,Micro,,,not_recorded,,not_recorded,,,,,unmatched,,,
4359,BrÜtopia Brewing Co,New Bern,NC,,Taproom,,2020-03-03T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
4360,Brewery 99,New Bern,NC,,Taproom,,,not_recorded,,not_recorded,,,,,unmatched,,,
4361,Shortway Brewing Company,Newport,NC,,Taproom,,,not_recorded,,not_recorded,,,,,unmatched,,,
4362,Makai Brewing Company,Ocean Isle Beach,NC,,Taproom,,2020-04-11T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
4363,1718 Ocracoke Brewing,Ocracoke,NC,,Brewpub,,,not_recorded,,not_recorded,,,,,unmatched,,,
4364,New Village Brewery and Taproom,Oriental,NC,,Taproom,,2020-03-03T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
4365,Tobacco Wood Brewing Company,Oxford,NC,,Brewpub,,2020-04-11T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
4366,Pinehurst Brewing Company,Pinehurst,NC,,Brewpub,,2020-04-11T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
4367,Middle James Brewing Company,Pineville,NC,,Brewpub,,,not_recorded,,not_recorded,,,,,unmatched,,,
4368,Ecusta Brewing Co,Pisgah Forest,NC,,Micro,,,not_recorded,,not_recorded,,,,,unmatched,,,
4369,Carolina Brewery - Pittsboro,Pittsboro,NC,,Micro,,,not_recorded,,not_recorded,,,,,unmatched,,,
4370,Brice’s Brewing Company,Raleigh,NC,,Taproom,,2020-03-03T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
4371,Bull Durham Beer Co,Raleigh,NC,,Proprietor,,2020-03-03T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
4372,Gizmo Brew Works,Raleigh,NC,,Taproom,,2020-03-03T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
4373,Lonerider Brewing Co,Raleigh,NC,,Regional,,2020-03-03T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
4374,Lynnwood Brewing Concern,Raleigh,NC,,Brewpub,,2020-03-03T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
4375,Lynnwood Brewing Concern,Raleigh,NC,,Micro,,2020-03-03T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
4376,NC State Brewery,Raleigh,NC,,Micro,,2020-03-03T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
4377,Nickelpoint Brewing Co,Raleigh,NC,,Micro,,2020-03-03T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
4378,Oak and Dagger Public House,Raleigh,NC,,Contract,,2020-03-03T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
4379,R&D Brewing,Raleigh,NC,,Micro,,2020-03-03T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
4380,Big Boss Brewing Co,Raleigh,NC,,Micro,,2020-04-11T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
4381,Crank Arm Brewing Co,Raleigh,NC,,Micro,,2020-04-11T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
4382,Brewery Bhavana,Raleigh,NC,,Brewpub,,,not_recorded,,not_recorded,,,,,unmatched,,,
4383,Clouds Brewing,Raleigh,NC,,Micro,,,not_recorded,,not_recorded,,,,,unmatched,,,
4384,Compass Rose,Raleigh,NC,,Taproom,,,not_recorded,,not_recorded,,,,,unmatched,,,
4385,Funguys Brewery,Raleigh,NC,,Taproom,,,not_recorded,,not_recorded,,,,,unmatched,,,
4386,Little City Brewing Co.,Raleigh,NC,,Taproom,,,not_recorded,,not_recorded,,,,,unmatched,,,
4387,Neuse River Brewing Company,Raleigh,NC,,Micro,,,not_recorded,,not_recorded,,,,,unmatched,,,
4388,Raleigh Brewing Company,Raleigh,NC,,Micro,,,not_recorded,,not_recorded,,,,,unmatched,,,
4389,Tobacco Road Brewery,Raleigh,NC,,Brewpub,,,not_recorded,,not_recorded,,,,,unmatched,,,
4390,Trophy Brewing Company,Raleigh,NC,,Micro,,,not_recorded,,not_recorded,,,,,unmatched,,,
4391,BDD Brewing Company,Rocky Mount,NC,,Taproom,,2020-03-03T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
4392,Spaceway Brewing Company,Rocky Mount,NC,,Taproom,,2020-04-11T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
4393,HopFly Brewing Company,Rocky Mount,NC,,Micro,,,not_recorded,,not_recorded,,,,,unmatched,,,
4394,Koi Pond Brewing Co,Rocky Mount,NC,,Taproom,,,not_recorded,,not_recorded,,,,,unmatched,,,
4395,Rocky Mount Brewery,Rocky Mount,NC,,Taproom,,,not_recorded,,not_recorded,,,,,unmatched,,,
4396,Black Creek Brewery,Roxboro,NC,,Taproom,,,not_recorded,,not_recorded,,,,,unmatched,,,
4397,Yellow Sun Brewing Company,Rutherfordton,NC,,Brewpub,,2020-03-03T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
4398,Morgan Ridge Railwalk Brewery & Eatery,Salisbury,NC,,Brewpub,,,not_recorded,,not_recorded,,,,,unmatched,,,
4399,New Sarum Brewing,Salisbury,NC,,Micro,,,not_recorded,,not_recorded,,,,,unmatched,,,
4400,Camelback Brewing Company,Sanford,NC,,Brewpub,,2020-04-11T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
4401,Hugger Mugger Brewing Company,Sanford,NC,,Micro,,,not_recorded,,not_recorded,,,,,unmatched,,,
4402,Sapphire Mountain Brewing Co,Sapphire,NC,,Contract,,2020-03-03T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
4403,Haw River Farmhouse Ales,Saxapahaw,NC,,Micro,,,not_recorded,,not_recorded,,,,,unmatched,,,
4404,34 Degree North Experiment Station,Shallotte,NC,,Taproom,,,not_recorded,,not_recorded,,,,,unmatched,,,
4405,Newgrass Brewing Company,Shelby,NC,,Taproom,,,not_recorded,,not_recorded,,,,,unmatched,,,
4406,Thirsty Skull Brewing,Siler City,NC,,Micro,,,not_recorded,,not_recorded,,,,,unmatched,,,
4407,Double Barley Brewing,Smithfield,NC,,Brewpub,,2020-03-03T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
4408,Southern Pines Brewing Company,Southern Pines,NC,,Micro,,,not_recorded,,not_recorded,,,,,unmatched,,,
4409,Check Six Brewing Co,Southport,NC,,Taproom,,,not_recorded,,not_recorded,,,,,unmatched,,,
4410,Laconia Ale Works,Sparta,NC,,Taproom,,,not_recorded,,not_recorded,,,,,unmatched,,,
4411,Fourth Creek Brewing Co,Statesville,NC,,Taproom,,2020-03-03T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
4412,Red Buffalo Brewing Co,Statesville,NC,,Taproom,,,not_recorded,,not_recorded,,,,,unmatched,,,
4413,Salty Turtle Beer Company,Surf City,NC,,Taproom,,,not_recorded,,not_recorded,,,,,unmatched,,,
4414,Balsam Falls Brewing,Sylva,NC,,Taproom,,2020-03-03T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
4415,Innovation Brewing,Sylva,NC,,Brewpub,,2020-03-03T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
4416,Tarboro Brewing Company,Tarboro,NC,,Taproom,,,not_recorded,,not_recorded,,,,,candidate,,,Arbor Brewing Co
4417,Big Game Brewing,Trenton,NC,,Micro,,2020-03-03T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
4418,Bottle Tree Beer Co,Tryon,NC,,Contract,,2020-03-03T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
4419,The Levee Brewery and Pub,Valdese,NC,,Taproom,,,not_recorded,,not_recorded,,,,,unmatched,,,
4420,White Street Brewing Company,Wake Forest,NC,,Micro,,2020-03-03T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
4421,Billy Beer,Walstonburg,NC,,Micro,,,not_recorded,,not_recorded,,,,,unmatched,,,
4422,The Dreamchaser’s Brewery,Waxhaw,NC,,Taproom,,2020-03-03T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
4423,Boojum Brewing Company,Waynesville,NC,,Micro,,,not_recorded,,not_recorded,,,,,unmatched,,,
4424,Frog Level Brewing Company,Waynesville,NC,,Micro,,,not_recorded,,not_recorded,,,,,unmatched,,,
4425,Blue Mountain Pizza and Brew Pub,Weaverville,NC,,Brewpub,,2020-04-11T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
4426,Zebulon Artisan Ales,Weaverville,NC,,Micro,,2020-04-11T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
4427,Eluvium Brewing Co.,Weaverville,NC,,Taproom,,,not_recorded,,not_recorded,,,,,unmatched,,,
4428,New River Brewing,West Jefferson,NC,,Brewpub,,2020-04-11T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
4429,Boondocks Brewing,West Jefferson,NC,,Brewpub,,,not_recorded,,not_recorded,,,,,unmatched,,,
4430,Red Oak Brewing Co,Whitsett,NC,,Regional,,2020-03-03T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
4431,Bill’s Brewing Company,Wilmington,NC,,Brewpub,,2020-03-03T00:00:00,confirmed_date,,not_recorded,,,,,exact,bill-s-brewing-company,content/breweries/bill-s-brewing-company.md,
4432,Waterline Brewing Co.,Wilmington,NC,,Taproom,,2020-03-03T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
4433,Waterman’s Brewing Co,Wilmington,NC,,Brewpub,,2020-03-03T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
4434,Broomtail Craft Brewery,Wilmington,NC,,Taproom,,2020-04-11T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
