page_id,section,title,city,state,zip,type,written,drew_one,source_rows
breweries/brutopia-brewing-co,breweries,BrÜtopia Brewing Co,New Bern,NC,28560,Taproom,2020-03-03,Not recorded,4359
breweries/bruz-beers,breweries,Bruz Beers,Denver,CO,80221,Taproom,2020-04-11,Not recorded,1320
breweries/bs-brewing,breweries,BS Brewing,Seguin,TX,78155,Taproom,2020-04-11,Not recorded,6871
breweries/bubba-brews-brewing-company,breweries,Bubba Brew’s Brewing Company,Bonnerdale,AR,71933,Brewpub,2020-03-03,Not recorded,91
breweries/bubes-brewery,breweries,Bubes Brewery,Mount Joy,PA,17552,Brewpub,2020-04-11,Not recorded,6178
breweries/buck-bald-brewing-corporation,breweries,Buck Bald Brewing Corporation,Copperhill,TN,37317,Taproom,2020-04-11,Not recorded,6508
breweries/buckhorn-brewers-llc,breweries,Buckhorn Brewers LLC,Loveland,CO,80537,Taproom,2020-04-11,Not recorded,1515
breweries/buckledown-brewing,breweries,BuckleDown Brewing,Lyons,IL,60534,Micro,2020-03-03,Not recorded,2492
breweries/buffalo-bayou-brewing-co,breweries,Buffalo Bayou Brewing Co,Houston,TX,77007,Micro,2020-04-11,Not recorded,6769
breweries/buffalo-bills-brewery,breweries,Buffalo Bills Brewery,Hayward,CA,94541,Brewpub,2020-03-03,Not recorded,477
breweries/buffalo-commons-brewing-company,breweries,Buffalo Commons Brewing Company,Mandan,ND,58554,Taproom,2020-04-11,Not recorded,4472
breweries/buffalo-creek-brewing,breweries,Buffalo Creek Brewing,Long Grove,IL,60047,Taproom,2020-04-11,Not recorded,2491
breweries/buffalo-mountain-brewery,breweries,Buffalo Mountain Brewery,Floyd,VA,24091,Brewpub,2020-04-11,Not recorded,7025
breweries/buffalo-ridge-brewing,breweries,Buffalo Ridge Brewing,Hartford,SD,57033,Brewpub,2020-03-03,Not recorded,6454
breweries/buffalo-riverworks-brewery,breweries,Buffalo RiverWorks Brewery,Buffalo,NY,14203,Brewpub,2020-04-11,Not recorded,4954
breweries/buffalo-water-beer-co,breweries,Buffalo Water Beer Co,Milwaukee,WI,53202,Contract,2020-03-03,Not recorded,7799
breweries/bugnutty-brewing-company,breweries,Bugnutty Brewing Company,Cocoa,FL,32922,Taproom,2020-03-03,Not recorded,1769
breweries/building-8-brewing,breweries,Building 8 Brewing,Florence,MA,01062,Micro,2020-03-03,Not recorded,2989
breweries/bull-and-bones-brewhaus-and-grill,breweries,Bull & Bones Brewhaus & Grill,Blacksburg,VA,24060,Brewpub,2020-03-03,Not recorded,6973
breweries/bull-and-bush-brewery,breweries,Bull & Bush Brewery,Denver,CO,80246,Brewpub,2020-03-03,Not recorded,1297
breweries/bull-and-goat-brewery,breweries,Bull and Goat Brewery,Centreville,MD,21617,Taproom,2020-02-01,Not recorded,3139
breweries/bull-city-homebrew,breweries,Bull City Homebrew,Durham,NC,27713,Taproom,2020-02-01,Not recorded,4255
breweries/bull-creek-brewing-company,breweries,Bull Creek Brewing Company,Liberty Hill,TX,78642,Taproom,2020-03-03,Not recorded,6791
breweries/bull-durham-beer-co,breweries,Bull Durham Beer Co,Durham,NC,27701,Micro,2020-02-01,Not recorded,4256
breweries/bull-durham-beer-co-raleigh-nc,breweries,Bull Durham Beer Co,Raleigh,NC,27617,Proprietor,2020-03-03,Not recorded,4371
breweries/bull-falls-brewery-llc,breweries,Bull Falls Brewery LLC,Wausau,WI,54403,Micro,2020-03-03,Not recorded,7887
breweries/bull-island-brewing-company,breweries,Bull Island Brewing Company,Hampton,VA,23669,Brewpub,2020-04-11,Not recorded,7045
breweries/bullfrog-brewery-production-only,breweries,Bullfrog Brewery - Production Only,Williamsport,PA,17701,Micro,2020-04-11,Not recorded,6320
breweries/bullquarian-brewhouse-llc,breweries,"Bullquarian Brewhouse, LLC",Monroe,WI,53566,Brewpub,2020-02-07,Not recorded,7824
breweries/bullthistle-brewing-co,breweries,Bullthistle Brewing Co.,Sherburne,NY,13460,Brewpub,2020-03-03,Not recorded,5246
breweries/bunsenbrewer,breweries,Bunsenbrewer,Sandy,OR,97055,Brewpub,2020-03-03,Not recorded,5919
breweries/buon-appetito-ristorante,breweries,Buon Appetito Ristorante,Spring Grove,PA,17362,Brewpub,2020-03-03,Not recorded,6288
breweries/buoy-beer-company,breweries,Buoy Beer Company,Astoria,OR,97103,Micro,2020-03-03,Not recorded,5657
breweries/bur-oak-company,breweries,Bur Oak Company,Columbia,MO,65201,Micro,2020-03-03,Not recorded,3909
breweries/burgeon-beer-company,breweries,Burgeon Beer Company,Carlsbad,CA,92011,Taproom,2020-04-11,Not recorded,347
breweries/burial-beer-co,breweries,Burial Beer Co,Asheville,NC,28801,Micro,2020-03-03,Not recorded,4147
breweries/burke-gilman-brewing,breweries,Burke-Gilman Brewing,Seattle,WA,98105,Taproom,2020-03-03,Not recorded,7497
breweries/burkes-alewerks,breweries,Burke’s Alewerks,Hanover,MA,02339,Taproom,2020-02-01,Not recorded,3001
breweries/burley-oak-craft-brewery,breweries,Burley Oak Craft Brewery,Berlin,MD,21811,Micro,2020-03-03,Not recorded,3133
breweries/burlington-beer-company,breweries,Burlington Beer Company,Williston,VT,05495,Micro,2020-02-07,Not recorded,7270
breweries/burlington-beer-works,breweries,Burlington Beer Works,Burlington,NC,27215,Brewpub,2020-03-03,Not recorded,4191
breweries/burnem-brewing,breweries,Burn’Em Brewing,Michigan City,IN,46360,Micro,2020-02-07,Not recorded,2719
breweries/burnin-daylight-brewing-company,breweries,Burnin Daylight Brewing Company,Lomita,CA,90717,Brewpub,2020-03-03,Not recorded,546
breweries/burning-barrel-brewing-company,breweries,Burning Barrel Brewing Company,Rancho Cordova,CA,95670,Taproom,2020-03-03,Not recorded,735
breweries/burns-family-artisan-ales,breweries,Burns Family Artisan Ales,Denver,CO,80219,Micro,2020-04-11,Not recorded,1321
breweries/burnt-city-brewing,breweries,Burnt City Brewing,Chicago,IL,60622,Micro,2019-11-27,Not recorded,2363
breweries/burnt-field-brewing,breweries,Burnt Field Brewing,Boardman,OR,97818,Brewpub,2020-04-11,Not recorded,5696
breweries/burnt-hickory-brewery,breweries,Burnt Hickory Brewery,Kennesaw,GA,30144,Micro,2020-02-07,Not recorded,2105
breweries/burnt-marshmellow-brewing-at-rudbeckia-farm,breweries,Burnt Marshmellow Brewing At Rudbeckia Farm,Petoskey,MI,49770,Taproom,yes,Not recorded,3618
breweries/burnt-timber-brewing,breweries,Burnt Timber Brewing,Wolfeboro,NH,03894,Brewpub,2020-04-11,Not recorded,4614
breweries/busted-sandal-brewing-company,breweries,Busted Sandal Brewing Company,San Antonio,TX,78229,Micro,2020-04-11,Not recorded,6854
breweries/butler-brew-works,breweries,Butler Brew Works,Butler,PA,16001,Brewpub,2020-04-11,Not recorded,5989
breweries/butternuts-beer,breweries,Butternuts Beer,Garrattsville,NY,13342,Micro,2020-03-03,Not recorded,5044
breweries/buzz-bomb-brewing-co,breweries,Buzz Bomb Brewing Co,Springfield,IL,62701,Taproom,2020-03-03,Not recorded,2558
breweries/by-the-horns-brewing,breweries,By the horns brewing,Mansfield,TX,76061,Brewpub,2019-04-20,Not recorded,6801
breweries/byway-brewing-company,breweries,Byway Brewing Company,Hammond,IN,46323,Brewpub,2020-03-03,Not recorded,2660
breweries/c-b-and-potts-big-horn-brewery-highlands-ranch,breweries,C.B. and Potts/Big Horn Brewery - Highlands Ranch,Highlands Ranch,CO,80129,Brewpub,2020-04-11,Not recorded,1464
breweries/cabarrus-brewing-company,breweries,Cabarrus Brewing Company,Concord,NC,28027,Taproom,2020-04-11,Not recorded,4244
breweries/cabin-boys-brewery,breweries,Cabin Boys Brewery,Tulsa,OK,74104,Taproom,2020-04-11,Not recorded,5642
breweries/cactus-land-brewing-company,breweries,Cactus Land Brewing Company,Adkins,TX,78101,Brewpub,2020-04-11,Not recorded,6591
breweries/cairn-brewing,breweries,Cairn Brewing,Kenmore,WA,98028,Taproom,2019-11-27,Not recorded,7378
breweries/cajunboyz-brewery-llc,breweries,"Cajunboyz Brewery, LLC",Reserve,LA,70084,Taproom,2020-03-03,Not recorded,2929
breweries/caledonia-brewing,breweries,Caledonia Brewing,Dunedin,FL,34698,Taproom,2020-03-03,Not recorded,1785
breweries/calibration-brewery,breweries,Calibration Brewery,Kansas City,MO,64116,Brewpub,2020-03-03,Not recorded,3931
breweries/callahan-west-brewery,breweries,Callahan West Brewery,Mosquero,NM,87733,Taproom,2020-03-03,Not recorded,4816
breweries/callsign-brewing,breweries,Callsign Brewing,Kansas City,MO,64116,Taproom,2020-04-11,Not recorded,3934
breweries/calvert-brewing-co,breweries,Calvert Brewing Co,Upper Marlboro,MD,20774,Micro,2020-04-11,Not recorded,3206
breweries/camber-brewing-company,breweries,Camber Brewing Company,Fraser,CO,80442,Taproom,2020-03-03,Not recorded,1424
breweries/cambridge-brewing-co,breweries,Cambridge Brewing Co,Cambridge,MA,02139,Brewpub,12/20.2019,Not recorded,2964
breweries/cambridge-house-brew-pub-granby,breweries,Cambridge House Brew Pub - Granby,Granby,CT,06035,Brewpub,2020-02-07,Not recorded,1619
breweries/camelback-brewing-company,breweries,Camelback Brewing Company,Sanford,NC,27330,Brewpub,2020-04-11,Not recorded,4400
breweries/camino-brewing-co-llc,breweries,Camino Brewing Co LLC,San Jose,CA,95113,Micro,2020-03-03,Not recorded,943
breweries/camp-colvos-brewing,breweries,Camp Colvos Brewing,Vashon,WA,98070,Brewpub,2020-02-07,Not recorded,7635
breweries/canadian-river-brewing-co,breweries,Canadian River Brewing Co,Chickasha,OK,73018,Micro,2020-04-11,Not recorded,5609
breweries/cannon-ball-brewing-company,breweries,Cannon Ball Brewing Company,Indianapolis,IN,46202,Brewpub,2020-04-11,Not recorded,2679
breweries/cannon-brewpub,breweries,Cannon Brewpub,Columbus,GA,31901,Brewpub,2020-04-11,Not recorded,2091
breweries/cannonball-creek-brewing-co,breweries,Cannonball Creek Brewing Co,Golden,CO,80403,Taproom,2020-03-03,Not recorded,1438
breweries/canteen-brewhouse,breweries,Canteen Brewhouse,Albuquerque,NM,87107,Micro,2020-03-03,Not recorded,4754
breweries/canterbury-aleworks,breweries,Canterbury Aleworks,Canterbury,NH,03224,Taproom,2020-03-03,Not recorded,4540
breweries/canton-brew-works-llc,breweries,"Canton Brew Works, LLC",Canton,MI,48187,Taproom,2020-04-11,Not recorded,3400
breweries/canyon-club-brewery,breweries,Canyon Club Brewery,Moraga,CA,94556,Brewpub,2020-02-07,Not recorded,624
breweries/canyon-creek-brewing,breweries,Canyon Creek Brewing,Billings,MT,59102,Taproom,2020-03-03,Not recorded,4045
breweries/canyon-lakes-brewing-company,breweries,Canyon Lakes Brewing Company,Elwood,NE,68937,Brewpub,2020-04-11,Not recorded,4486
breweries/cape-cod-beer,breweries,Cape Cod Beer,Hyannis,MA,02601,Micro,2020-04-11,Not recorded,3009
breweries/cape-may-brewery,breweries,Cape May Brewery,Cape May,NJ,08204,Regional,2020-03-03,Not recorded,4631
breweries/capital-brewery-co-inc,breweries,Capital Brewery Co Inc,Middleton,WI,53562,Micro,2019-11-13,Not recorded,7791
breweries/capstan-bar-brewing-company,breweries,Capstan Bar Brewing Company,Hampton,VA,23666,Taproom,2020-03-03,Not recorded,7044
breweries/captain-lawrence-brewing-co,breweries,Captain Lawrence Brewing Co,Elmsford,NY,10523,Regional,2020-03-03,Not recorded,5027
breweries/carbondale-beer-works,breweries,Carbondale Beer Works,Carbondale,CO,81623,Brewpub,2020-02-07,Not recorded,1231
other-places/cardinal-spirits,other-places,Cardinal Spirits,Bloomington,IN,47403,Distillery,YES,Yes,2600
breweries/carlyle-brewing-co,breweries,Carlyle Brewing Co,Rockford,IL,61104,Brewpub,2020-03-03,Not recorded,2541
breweries/carmelitas-mexican-restaurant,breweries,Carmelita’s Mexican Restaurant,Roseville,CA,95678,Brewpub,2020-03-03,Not recorded,778
breweries/carpe-diem-brewing-company,breweries,Carpe Diem Brewing Company,Napa,CA,94559,Brewpub,2020-04-11,Not recorded,639
breweries/carroll-brewing-co,breweries,Carroll Brewing Co.,Carroll,IA,51401,Taproom,2020-02-01,Not recorded,2179
breweries/carters-brewing,breweries,Carters Brewing,Billings,MT,59101,Taproom,2020-03-03,Not recorded,4046
breweries/carver-brewing-co,breweries,Carver Brewing Co,Durango,CO,81301,Brewpub,2020-03-03,Not recorded,1374
breweries/cary-ale-house,breweries,Cary Ale House,Cary,IL,60013,Brewpub,2020-02-07,Not recorded,2350
breweries/casa-agria-specialty-ales,breweries,Casa Agria Specialty Ales,Oxnard,CA,93030,Micro,2020-04-11,Not recorded,693
breweries/cascade-brewing,breweries,Cascade Brewing,Portland,OR,97225,Brewpub,2019-11-27,Not recorded,5813
breweries/cascade-brewing-barrel-house,breweries,Cascade Brewing Barrel House,Portland,OR,97214,Micro,2019-11-27,Not recorded,5814
breweries/cascade-brewing-blending-house,breweries,Cascade Brewing Blending House,Beaverton,OR,97008,Micro,2019-11-27,Not recorded,5666
breweries/cascade-lakes-brewing-co,breweries,Cascade Lakes Brewing Co,Redmond,OR,97756,Micro,2019-11-27,Not recorded,5892
breweries/casey-brewing-and-blending,breweries,Casey Brewing and Blending,Glenwood Springs,CO,81601,Micro,2019-11-27,Not recorded,1433
breweries/castle-brewing-co,breweries,Castle Brewing Co,Greenville,MI,48838,Brewpub,2020-02-07,Not recorded,3504
breweries/castle-church-brewing-community,breweries,Castle Church Brewing Community,Orlando,FL,32822,Taproom,2020-03-03,Not recorded,1908
breweries/castle-danger-brewery,breweries,Castle Danger Brewery,Two Harbors,MN,55616,Regional,2020-03-03,Not recorded,3881
breweries/castle-point-brewery,breweries,Castle Point Brewery,Hoboken,NJ,07030,Contract,2020-03-03,Not recorded,4674
breweries/casual-animal,breweries,Casual Animal,Kansas City,MO,64108,Taproom,2020-03-03,Not recorded,3932
breweries/catawba-brewing-co-asheville,breweries,Catawba Brewing Co - Asheville,Asheville,NC,28801,Micro,2020-03-03,Not recorded,4148
breweries/catawba-brewing-co-charlotte,breweries,Catawba Brewing Co - Charlotte,Charlotte,NC,28204,Micro,yes,Yes,4207
breweries/catfish-charlies-catfish-creek-brew-pub,breweries,Catfish Charlies / Catfish Creek Brew Pub,Dubuque,IA,52001,Brewpub,2020-02-01,Not recorded,2214
breweries/cathedral-square-brewery,breweries,Cathedral Square Brewery,Saint Louis,MO,63108,Contract,2020-03-03,Not recorded,3980
breweries/cave-brewing-co,breweries,Cave Brewing Co,Bethlehem,PA,18015,Micro,2020-04-11,Not recorded,5972
breweries/cave-creek-beer-co,breweries,Cave Creek Beer Co,Cave Creek,AZ,85331,Brewpub,2020-04-11,Not recorded,131
breweries/cavendish-brewing-company,breweries,Cavendish Brewing Company,Gastonia,NC,28052,Taproom,2020-03-03,Not recorded,4284
breweries/cavu-brewery-and-restaurant,breweries,CAVU Brewery and Restaurant,La Jolla,CA,92037,Brewpub,2020-02-07,Not recorded,511
breweries/cedar-crest-brewing-and-wine-bar,breweries,Cedar Crest Brewing and Wine Bar,Red Bluff,CA,96080,Brewpub,2020-04-11,Not recorded,746
breweries/cedar-run-brewery,breweries,Cedar Run Brewery,Nokesville,VA,20181,Taproom,2020-04-11,Not recorded,7090
breweries/cellador-ales,breweries,Cellador Ales,North Hills,CA,91343,Micro,2020-03-03,Not recorded,651
breweries/cellar-brewing-co,breweries,Cellar Brewing Co,Sparta,MI,49345,Brewpub,2020-03-03,Not recorded,3662
breweries/cellar-west-artisan-ales,breweries,Cellar West Artisan Ales,Lafayette,CO,80026,Taproom,2020-04-11,Not recorded,1477
breweries/cellarmaker-brewing-company,breweries,Cellarmaker Brewing Company,San Francisco,CA,94103,Micro,2019-11-13,Not recorded,901
breweries/cellarmaker-house-of-pizza,breweries,Cellarmaker House of Pizza,San Francisco,CA,94110,Brewpub,2019-11-13,Not recorded,902
breweries/center-of-the-universe-brewing-co,breweries,Center of the Universe Brewing Co,Ashland,VA,23005,Micro,2020-04-11,Not recorded,6966
breweries/center-pivot,breweries,Center Pivot,Quinter,KS,67752,Brewpub,2020-02-07,Not recorded,2807
breweries/central-28-beer-company,breweries,Central 28 Beer Company,Debary,FL,32713,Taproom,2020-04-11,Not recorded,1778
breweries/central-coast-brewing-co-higuera-st,breweries,Central Coast Brewing Co - Higuera St.,San Luis Obispo,CA,93401,Brewpub,2020-03-03,Not recorded,961
breweries/central-coast-brewing-co-monterey-st,breweries,Central Coast Brewing Co - Monterey St.,San Luis Obispo,CA,93401,Micro,2020-02-07,Not recorded,959
breweries/central-state-brewing,breweries,Central State Brewing,Indianapolis,IN,46218,Micro,2020-04-11,Not recorded,2680
breweries/central-waters-brewing-co,breweries,Central Waters Brewing Co,Amherst,WI,54406,Regional,2019-11-13,Yes,7681
breweries/cerberus-brewing-company,breweries,Cerberus Brewing Company,Colorado Springs,CO,80905,Brewpub,2020-04-11,Not recorded,1255
breweries/cercis-brewing-company,breweries,Cercis Brewing Company,Columbus,WI,53925,Brewpub,2020-02-07,Not recorded,7709
breweries/cerebral-brewing,breweries,Cerebral Brewing,Denver,CO,80206,Micro,12/20.2019,Not recorded,1332
breweries/cerveza-zolupez-beer-co,breweries,Cerveza Zólupez Beer Co.,Ogden,UT,84401,Micro,2020-02-07,Not recorded,6910
breweries/chafunkta-brewing-co,breweries,Chafunkta Brewing Co,Mandeville,LA,70471,Micro,2020-03-03,Not recorded,2909
breweries/chagrin-beer-company,breweries,Chagrin Beer Company,Chagrin Falls,OH,44022,Contract,2020-03-03,Not recorded,5353
breweries/chandeleur-island-brewing-company,breweries,Chandeleur Island Brewing Company,Gulfport,MS,39501,Micro,2020-03-03,Not recorded,4024
breweries/chaos-mountain-brewing-llc,breweries,"Chaos Mountain Brewing, LLC",Callaway,VA,24067,Micro,2020-03-03,Not recorded,6983
breweries/chapel-brewing,breweries,Chapel Brewing,Dundas,MN,55019,Taproom,2020-03-03,Not recorded,3745
breweries/charlie-and-jakes-brewery-and-grille,breweries,Charlie and Jakes Brewery and Grille,Melbourne,FL,32940,Brewpub,2020-02-07,Not recorded,1864
breweries/charter-oak-brewing-company-llc,breweries,Charter Oak Brewing Company LLC,Danbury,CT,06810,Proprietor,2020-03-03,Not recorded,1612
breweries/chateau-de-pique-winery-and-brewery,breweries,Chateau De Pique Winery & Brewery,Seymour,IN,47274,Taproom,2020-03-03,Not recorded,2751
breweries/chatham-brewing-llc,breweries,Chatham Brewing LLC,Chatham,NY,12037,Micro,2020-04-11,Not recorded,4987
breweries/chattabrewchee-southern-brewhouse,breweries,Chattabrewchee Southern Brewhouse,West Point,GA,31833,Taproom,2020-03-03,Not recorded,2138
breweries/chattahoochee-brewing-co,breweries,Chattahoochee Brewing Co,Phenix City,AL,36867,Taproom,2020-03-03,Not recorded,83
breweries/chattanooga-brewing-co,breweries,Chattanooga Brewing Co,Chattanooga,TN,37408,Micro,2020-04-11,Not recorded,6492
breweries/chatty-monks-brewing-company,breweries,Chatty Monks Brewing Company,West Reading,PA,19611,Brewpub,2019-10-26,Not recorded,6313
breweries/chatty-monks-brewing-company-production-facility,breweries,Chatty Monks Brewing Company - Production Facility,Reading,PA,19611,Micro,2019-10-26,Not recorded,6267
breweries/cheeky-monkey-brewing-co-lucky-strike-jillians,breweries,Cheeky Monkey Brewing Co / Lucky Strike Jillians,Boston,MA,02215,Brewpub,2020-04-11,Not recorded,2959
breweries/chehalem-valley-brewery,breweries,Chehalem Valley Brewery,Newberg,OR,97132,Brewpub,2020-03-03,Not recorded,5792
breweries/chelsea-alehouse-brewery,breweries,Chelsea Alehouse Brewery,Chelsea,MI,48118,Brewpub,2020-04-11,Not recorded,3410
breweries/cherry-republic-brewing,breweries,Cherry Republic Brewing,Traverse City,MI,49684,Contract,2020-03-03,Not recorded,3675
breweries/chesapeake-brewing-co,breweries,Chesapeake Brewing Co,Annapolis,MD,21401,Brewpub,2020-02-07,Not recorded,3108
breweries/chesepiooc-real-ale-brewery,breweries,Chesepiooc Real Ale Brewery,Crofton,MD,21114,Taproom,2020-03-03,Not recorded,3145
breweries/chesterton-brewery,breweries,Chesterton Brewery,Chesterton,IN,46304,Taproom,2020-04-11,Not recorded,2614
breweries/chestnut-brew-works,breweries,Chestnut Brew Works,Morgantown,WV,26501,Micro,2020-02-07,Not recorded,7916
breweries/chestnut-hill-brewing-co,breweries,Chestnut Hill Brewing Co,Philadelphia,PA,19118,Brewpub,2020-03-03,Not recorded,6202
breweries/chetco-brewing-company,breweries,Chetco Brewing Company,Brookings,OR,97415,Taproom,2020-03-03,Not recorded,5697
breweries/chicago-beer-company,breweries,Chicago Beer Company,Chicago,IL,60607,Contract,2020-02-07,Not recorded,2366
breweries/chicago-brewing-co-nv,breweries,Chicago Brewing Co - NV,Las Vegas,NV,89117,Brewpub,2020-03-03,Not recorded,4853
breweries/chief-springs-fire-and-irons-brew-pub,breweries,Chief Spring’s Fire and Irons Brew Pub,Dayton,WA,99328,Brewpub,2020-02-07,Not recorded,7345
breweries/chilton-mill-brewing,breweries,Chilton Mill Brewing,Long Valley,NJ,07853,Taproom,2020-03-03,Not recorded,4685
breweries/chino-valley-brewery,breweries,Chino Valley Brewery,Ontario,CA,91761,Taproom,2020-03-03,Not recorded,682
other-places/chocolatey-software-inc,other-places,"Chocolatey Software, Inc.",Topeka,KS,66614,,2020-02-01,Not recorded,2814
breweries/chophouse-and-brewery-denver,breweries,ChopHouse and Brewery - Denver,Denver,CO,80202,Brewpub,2020-03-03,Not recorded,1298
breweries/christian-moerlein-brewing-co,breweries,Christian Moerlein Brewing Co,Cincinnati,OH,45202,Regional,2020-03-03,Not recorded,5359
breweries/chrysalis-barrel-aged-beer,breweries,Chrysalis Barrel Aged Beer,Paonia,CO,81428,Taproom,2020-03-03,Not recorded,1541
breweries/chubby-squirrel-brewing-company,breweries,Chubby Squirrel Brewing Company,Fairfax,VA,22030,Brewpub,2020-03-03,Not recorded,7020
breweries/chuckanut-brewery-north-nut,breweries,Chuckanut Brewery - North Nut,Bellingham,WA,98225,Micro,2020-04-11,Not recorded,7299
breweries/chuckanut-south-nut,breweries,Chuckanut - South Nut,Burlington,WA,98233,Micro,2020-04-11,Not recorded,7323
breweries/church-brew-works-lawrenceville-brewery-inc,breweries,Church Brew Works/Lawrenceville Brewery Inc.,Pittsburgh,PA,15201,Brewpub,2020-04-11,Not recorded,6243
breweries/church-street-brewing-company,breweries,Church Street Brewing Company,Itasca,IL,60143,Taproom,2020-03-03,Not recorded,2472
breweries/cibolo-creek-brewing-co,breweries,Cibolo Creek Brewing Co.,Boerne,TX,78006,Brewpub,2020-03-03,Not recorded,6655
breweries/ciclops-cyderi-and-brewery,breweries,Ciclops Cyderi and Brewery,Spartanburg,SC,29306,Brewpub,2020-04-11,Not recorded,6443
breweries/cigar-city-brewing,breweries,Cigar City Brewing,Tampa,FL,33607,Regional,2019-06-13,Not recorded,1998
breweries/cincy-brewing-co,breweries,Cincy Brewing Co.,Cincinnati,OH,45215,Taproom,2020-04-11,Not recorded,5377
breweries/cinder-block-brewery,breweries,Cinder Block Brewery,North Kansas City,MO,64116,Brewpub,2020-04-11,Not recorded,3956
breweries/cinderlands-beer-co,breweries,Cinderlands Beer Co.,Pittsburgh,PA,15201,Brewpub,2020-04-11,Not recorded,6244
breweries/cinderlands-warehouse,breweries,Cinderlands Warehouse,Pittsburgh,PA,15222,Brewpub,2020-03-03,Not recorded,6236
breweries/circa-brewing-co,breweries,Circa Brewing Co,Brooklyn,NY,11201,Brewpub,2020-04-11,Not recorded,4942
breweries/cisco-brewers,breweries,Cisco Brewers,Nantucket,MA,02554,Brewpub,2020-02-07,Not recorded,3035
breweries/citizen-33-brewery,breweries,Citizen 33 Brewery,Driggs,ID,83422,Brewpub,2020-02-01,Not recorded,2283
breweries/citizen-brewers,breweries,Citizen Brewers,San Diego,CA,92120,Taproom,2020-04-11,Not recorded,851
breweries/city-acre-brewing-co,breweries,City Acre Brewing Co,Houston,TX,77093,Brewpub,2020-04-11,Not recorded,6770
breweries/city-brewing-co,breweries,City Brewing Co,La Crosse,WI,54601,Regional,2020-03-03,Not recorded,7752
breweries/city-steam-brewery,breweries,City Steam Brewery,Hartford,CT,06103,Brewpub,2020-03-03,Not recorded,1625
breweries/civil-life-brewing-company,breweries,Civil Life Brewing Company,Saint Louis,MO,63116,Proprietor,2020-03-03,Not recorded,3981
breweries/civilian-brewing-corps,breweries,Civilian Brewing Corps,Spencer,IN,47460,Brewpub,2020-02-07,Not recorded,2756
breweries/claim-52-brewing,breweries,Claim 52 Brewing,Eugene,OR,97402,Micro,2020-04-11,Not recorded,5722
breweries/clairvoyant-brewing,breweries,Clairvoyant Brewing,Boise,ID,83702,Taproom,2020-02-01,Not recorded,2265
breweries/clam-lake-beer-co,breweries,Clam Lake Beer Co,Cadillac,MI,49601,Brewpub,2020-03-03,Not recorded,3396
breweries/cle-brewing,breweries,CLE Brewing,Cleveland,OH,44128,Micro,2020-04-11,Not recorded,5415
breweries/clearwater-brewing-company,breweries,Clearwater Brewing Company,Clearwater,FL,33755,Taproom,2020-03-03,Not recorded,1763
breweries/clemson-bros-brewery,breweries,Clemson Bros. Brewery,Middletown,NY,10940,Brewpub,2020-03-03,Not recorded,5132
breweries/clermont-brewing-company,breweries,Clermont Brewing Company,Clermont,FL,34711,Brewpub,2020-03-03,Not recorded,1767
breweries/cleveland-brewing-company-butcher-and-the-brewer,breweries,Cleveland Brewing Company @ Butcher and The Brewer,Cleveland,OH,44115,Brewpub,2019-11-27,Not recorded,5390
breweries/cliffside-brewing,breweries,Cliffside Brewing,Wallingford,CT,06492,Taproom,2020-04-11,Not recorded,1682
breweries/climate-city-brewing-co,breweries,Climate City Brewing Co.,Grants Pass,OR,97526,Brewpub,2020-04-11,Not recorded,5739
breweries/clock-house-brewing,breweries,Clock House Brewing,Cedar Rapids,IA,52401,Taproom,2020-02-01,Not recorded,2183
breweries/clockwerks-brewing,breweries,Clockwerks Brewing,Minneapolis,MN,55401,Taproom,2020-04-11,Not recorded,3799
breweries/cloud-9-brewery,breweries,Cloud 9 Brewery,Boise,ID,83702,Brewpub,2020-02-01,Not recorded,2266
other-places/cloud-alchemist,other-places,Cloud Alchemist,Tukwila,WA,98168,OTHER,2019-04-20,Yes,7613
breweries/cloudburst-brewing,breweries,Cloudburst Brewing,Seattle,WA,98121,Micro,2019-11-27,Not recorded,7486
breweries/cloudcroft-brewing-company,breweries,Cloudcroft Brewing Company,Cloudcroft,NM,88317,Brewpub,2020-03-03,Not recorded,4795
breweries/cloven-hoof-brewing-co,breweries,Cloven Hoof Brewing Co,Ashtabula,OH,44004,Taproom,2020-03-03,Not recorded,5318
breweries/clubhouse-brewing-company-ltd,breweries,Clubhouse Brewing Company Ltd,Warren,OH,44483,Brewpub,2020-03-03,Not recorded,5586
breweries/clutch-brewing-company,breweries,Clutch Brewing Company,Saint Paul,MN,55102,Taproom,2020-03-03,Not recorded,3854
breweries/coachella-valley-brewing-co,breweries,Coachella Valley Brewing Co,Thousand Palms,CA,92276,Micro,2020-03-03,Not recorded,1079
breweries/coal-country-brewing,breweries,Coal Country Brewing,Ebensburg,PA,15931,Taproom,2020-03-03,Not recorded,6045
breweries/coal-creek-tap,breweries,Coal Creek TAP,Laramie,WY,82070,Brewpub,2020-02-07,Yes,7951
breweries/coal-mine-ave-brewing-company,breweries,Coal Mine Ave Brewing Company,Littleton,CO,80162,Taproom,2020-04-11,Not recorded,1490
breweries/coal-tipple-brewery-kramer-farms,breweries,Coal Tipple Brewery / Kramer Farms,Burgettstown,PA,15021,Taproom,2020-04-11,Not recorded,5988
breweries/coastal-dayz-brewery-llc,breweries,Coastal Dayz Brewery LLC,Fort Myers,FL,33901,Taproom,2020-03-03,Not recorded,1800
