page_id,section,title,city,state,zip,type,written,drew_one,source_rows
breweries/rustic-brewing-company,breweries,Rustic Brewing Company,Indian Orchard,MA,01151,Taproom,2020-04-11,Not recorded,3011
breweries/rustic-leaf-brewing-company,breweries,Rustic Leaf Brewing Company,Waterford,MI,48327,Taproom,2020-03-03,Not recorded,3694
breweries/rustic-road-brewing-co,breweries,Rustic Road Brewing Co,Kenosha,WI,53140,Brewpub,2020-03-03,Not recorded,7748
breweries/rusty-gate-brewery,breweries,Rusty Gate Brewery,Trinity,TX,75862,Taproom,2020-03-03,Not recorded,6887
breweries/rusty-rail-brewing,breweries,Rusty Rail Brewing,Mifflinburg,PA,17844,Brewpub,2020-03-03,Not recorded,6170
breweries/rutland-beer-works,breweries,Rutland Beer Works,Rutland,VT,05701,Brewpub,2020-04-11,Not recorded,7248
breweries/s-and-s-farm-brewery,breweries,S & S Farm Brewery,Nassau,NY,12123,Taproom,2020-03-03,Not recorded,5137
breweries/sackets-harbor-brewing-co,breweries,Sackets Harbor Brewing Co,Sackets Harbor,NY,13685,Brewpub,2020-03-03,Not recorded,5232
breweries/saco-river-brewing,breweries,Saco River Brewing,Fryeburg,ME,04037,Micro,2020-02-07,Not recorded,3259
breweries/sacred-waters-brewing-company,breweries,Sacred Waters Brewing Company,Kalispell,MT,59901,Taproom,2020-03-03,Not recorded,4094
breweries/sacrilege-brewing-project,breweries,Sacrilege Brewing Project,Half Moon Bay,CA,94019,Brewpub,2020-02-07,Not recorded,471
breweries/saddle-rock-pub-and-brewery,breweries,Saddle Rock Pub & Brewery,Wenatchee,WA,98801,Brewpub,2020-02-07,Not recorded,7649
breweries/sage-vegan-bistro-and-brewery,breweries,Sage Vegan Bistro and Brewery,Los Angeles,CA,90026,Brewpub,2020-02-07,Not recorded,566
breweries/sailfish-brewing-company-llc,breweries,"Sailfish Brewing Company, llc",Fort Pierce,FL,34950,Micro,2020-04-11,Not recorded,1807
breweries/saint-archer-brewing-company,breweries,Saint Archer Brewing Company,San Diego,CA,92121,Largge,12/20.2019,Not recorded,861
breweries/saint-arnold-brewing-co,breweries,Saint Arnold Brewing Co,Houston,TX,77020,Regional,2019-11-27,Not recorded,6758
breweries/saint-boniface-craft-brewing-co,breweries,Saint Boniface Craft Brewing Co,Ephrata,PA,17522,Micro,2020-03-03,Not recorded,6056
breweries/saint-charles-brewing-co,breweries,Saint Charles Brewing Co,Charles City,IA,50616,Taproom,2020-02-01,Not recorded,2190
breweries/saint-croix-beer-co-dba-saint-croix-brewing-co,breweries,Saint Croix Beer Co. DBA Saint Croix Brewing Co.,Saint Paul,MN,55102,Contract,2020-03-03,Not recorded,3857
breweries/saint-hazards-brewery,breweries,Saint Hazards Brewery,Middle Bass Island,OH,43446,Brewpub,2020-03-03,Not recorded,5532
breweries/saint-james-brewery,breweries,Saint James Brewery,Holbrook,NY,11741,Micro,2020-03-03,Not recorded,5078
breweries/saint-patricks-brewing-company,breweries,Saint Patrick’s Brewing Company,Littleton,CO,80120,Contract,2020-02-07,Not recorded,1486
breweries/saints-row-brewing,breweries,Saints Row Brewing,Rockville,MD,20850,Taproom,2020-03-03,Not recorded,3195
breweries/salem-ale-works,breweries,Salem Ale Works,Salem,OR,97302,Brewpub,2020-04-11,Not recorded,5912
breweries/salish-sea-brewing-company,breweries,Salish Sea Brewing Company,Edmonds,WA,98020,Brewpub,2020-02-07,Not recorded,7352
breweries/salmon-river-brewery,breweries,Salmon River Brewery,McCall,ID,83638,Brewpub,2020-02-01,Not recorded,2301
breweries/saloon-door-brewing-co,breweries,Saloon Door Brewing Co,Webster,TX,77598,Brewpub,2020-03-03,Not recorded,6896
breweries/salt-flats-brewing,breweries,Salt Flats Brewing,Salt Lake City,UT,84104,Micro,2020-02-07,Not recorded,6936
breweries/salt-lake-brewing-co-squatters-pub-brewery,breweries,Salt Lake Brewing Co/ Squatters Pub Brewery,Salt Lake City,UT,84101,Micro,2020-02-07,Not recorded,6937
breweries/salt-marsh-brewing,breweries,Salt Marsh Brewing,Bluffton,SC,29910,Brewpub,2020-04-11,Not recorded,6367
breweries/salt-point-brewing-co-llc,breweries,"Salt Point Brewing Co, LLC",Lansing,NY,14882,Brewpub,2020-04-11,Not recorded,5107
breweries/salt-springs-brewery,breweries,Salt Springs Brewery,Saline,MI,48176,Brewpub,2020-02-07,Not recorded,3645
breweries/saltfire-brewing-co,breweries,SaltFire Brewing Co.,Salt Lake City,UT,84115,Brewpub,2019-11-27,Not recorded,6922
breweries/saltwater-brewery,breweries,Saltwater Brewery,Delray Beach,FL,33444,Micro,2020-02-07,Not recorded,1780
breweries/salty-bear-brewing-co,breweries,Salty Bear Brewing Co.,Costa Mesa,CA,92626,Taproom,2020-03-03,Not recorded,390
breweries/salty-nut-brewery,breweries,Salty Nut Brewery,Huntsville,AL,35805,Taproom,2020-04-11,Not recorded,69
breweries/salud-cerveceria,breweries,Salud Cerveceria,Charlotte,NC,28205,Brewpub,2020-04-11,Not recorded,4223
breweries/sams-social-club-at-indian-springs-resort,breweries,Sam’s Social Club At Indian Springs Resort,Calistoga,CA,94515,Brewpub,2020-03-03,Not recorded,331
breweries/samuel-adams-pennsylvania-brewing-co,breweries,Samuel Adams Pennsylvania Brewing Co,Breinigsville,PA,18031,Regional,2020-03-03,Not recorded,5983
breweries/san-fernando-brewing-co,breweries,San Fernando Brewing Co.,San Fernando,CA,91340,Micro,2020-02-07,Not recorded,897
breweries/san-francisco-brewing-co,breweries,San Francisco Brewing Co,San Francisco,CA,94109,Proprietor,2019-04-20,Not recorded,898
breweries/san-juan-island-brewing-company,breweries,San Juan Island Brewing Company,Friday Harbor,WA,98250,Brewpub,2020-02-07,Not recorded,7366
breweries/san-luis-valley-brewing-co,breweries,San Luis Valley Brewing Co,Alamosa,CO,81101,Brewpub,2020-04-11,Not recorded,1172
breweries/sanctuary-brewing-company,breweries,Sanctuary Brewing Company,Hendersonville,NC,28792,Taproom,2020-03-03,Not recorded,4307
breweries/sand-city-brewing-co,breweries,Sand City Brewing Co.,Northport,NY,11768,Micro,2019-11-27,Not recorded,5159
breweries/sandbox-brewing-company,breweries,Sandbox Brewing Company,Montclair,CA,91763,Micro,2020-04-11,Not recorded,618
breweries/sandhills-brewing,breweries,Sandhills Brewing,Mission,KS,66202,Taproom,2020-03-03,Not recorded,2802
breweries/sandy-springs-brewing-company,breweries,Sandy Springs Brewing Company,Minerva,OH,44657,Brewpub,2020-03-03,Not recorded,5539
breweries/santa-clara-valley-brewing,breweries,Santa Clara Valley Brewing,San Jose,CA,95112,Micro,2020-03-03,Not recorded,948
breweries/santa-fe-brewing-co,breweries,Santa Fe Brewing Co,Santa Fe,NM,87508,Regional,2020-03-03,Not recorded,4829
breweries/santan-brewing-and-distilling-uptown-phoenix,breweries,SanTan Brewing and Distilling - Uptown Phoenix,Phoenix,AZ,85014,Brewpub,2020-03-03,Not recorded,183
breweries/santan-brewing-co,breweries,SanTan Brewing Co,Chandler,AZ,85225,Regional,2020-03-03,Not recorded,134
breweries/santan-brewing-co-uptown-chandler,breweries,SanTan Brewing Co - Uptown Chandler,Chandler,AZ,85225,Brewpub,2020-04-11,Not recorded,136
breweries/sante-adairius-rustic-ales,breweries,Sante Adairius Rustic Ales,Capitola,CA,95010,Micro,2019-11-13,Not recorded,341
breweries/santiam-brewing-co,breweries,Santiam Brewing Co,Salem,OR,97302,Micro,2020-03-03,Not recorded,5909
breweries/sapphire-mountain-brewing-co,breweries,Sapphire Mountain Brewing Co,Sapphire,NC,28774,Contract,2020-03-03,Not recorded,4402
breweries/saranac-brewery-matt-brewing-co,breweries,Saranac Brewery / Matt Brewing Co,Utica,NY,13502,Regional,2020-03-03,Not recorded,5276
breweries/sasquatch-pub,breweries,Sasquatch Pub,Portland,OR,97239,Brewpub,2020-04-11,Not recorded,5856
breweries/satire-brewing-company,breweries,Satire Brewing Company,Thornton,CO,80241,Brewpub,2020-03-03,Not recorded,1572
breweries/sauced-bbq-and-spirits,breweries,Sauced BBQ & Spirits,Livermore,CA,94550,Contract,2020-02-07,Not recorded,536
breweries/saucy-brew-works,breweries,Saucy Brew Works,Cleveland,OH,44113,Brewpub,2020-03-03,Not recorded,5408
breweries/saugatuck-brewing-company-kalamazoo,breweries,Saugatuck Brewing Company - Kalamazoo,Kalamazoo,MI,49007,Brewpub,2020-04-11,Not recorded,3542
breweries/savagewood-brewing-company,breweries,Savagewood Brewing Company,San Diego,CA,92131,Taproom,2020-04-11,Not recorded,858
breweries/save-the-world-brewing-co,breweries,Save The World Brewing Co,Marble Falls,TX,78654,Micro,2020-04-11,Not recorded,6804
breweries/sawtooth-brewery,breweries,Sawtooth Brewery,Hailey,ID,83333,Micro,2020-02-01,Not recorded,2291
breweries/scale-house-brewery,breweries,Scale House Brewery,Hector,NY,14841,Brewpub,2020-03-03,Not recorded,5069
breweries/scallywag-brewing,breweries,Scallywag Brewing,Westmont,IL,60559,Taproom,2020-03-03,Not recorded,2579
breweries/scantic-river-brewery,breweries,Scantic River Brewery,Hampden,MA,01036,Taproom,2020-03-03,Not recorded,3000
breweries/scarlet-lane-brewing-company-llc,breweries,Scarlet Lane Brewing Company LLC,McCordsville,IN,46055,Taproom,2020-03-03,Not recorded,2717
breweries/scatter-creek-brewing,breweries,Scatter Creek Brewing,Tenino,WA,98589,Taproom,2020-04-11,Not recorded,7612
breweries/scenic-brewing-company,breweries,Scenic Brewing Company,Las Vegas,NV,89117,Brewpub,2020-03-03,Not recorded,4854
breweries/sceptre-brewing-arts,breweries,Sceptre Brewing Arts,Decatur,GA,30030,Brewpub,2019-11-27,Not recorded,2094
breweries/schaylor-brewing-company,breweries,Schaylor Brewing Company,Reading,PA,19607,Brewpub,2019-10-26,Not recorded,6269
breweries/schilling-beer-co,breweries,Schilling Beer Co,Littleton,NH,03561,Brewpub,2020-03-03,Not recorded,4566
breweries/schillingbridge-winery-and-microbrewery,breweries,SchillingBridge Winery & Microbrewery,Pawnee City,NE,68420,Brewpub,2020-04-11,Not recorded,4525
breweries/schlafly-beer-the-saint-louis-brewery-llc,breweries,"Schlafly Beer/The Saint Louis Brewery, LLC",Saint Louis,MO,63103,Regional,2020-03-03,Not recorded,3985
breweries/schlafly-bottleworks,breweries,Schlafly Bottleworks,Saint Louis,MO,63143,Regional,2020-03-03,Not recorded,3986
breweries/schmohz-brewery,breweries,Schmohz Brewery,Grand Rapids,MI,49546,Micro,2020-04-11,Not recorded,3489
breweries/schnabeltier,breweries,Schnabeltier,Rochester,IN,46975,Taproom,2020-03-03,Not recorded,2748
breweries/schooner-exact-brewing-co,breweries,Schooner Exact Brewing Co,Seattle,WA,98134,Micro,2020-04-11,Not recorded,7519
breweries/schram-haus-brewery,breweries,Schram Haus Brewery,Chaska,MN,55318,Taproom,2020-03-03,Not recorded,3728
breweries/sconnie-beverage,breweries,Sconnie Beverage,Oconomowoc,WI,53066,Contract,2020-03-03,Not recorded,7834
breweries/scottys-bierwerks,breweries,Scotty’s Bierwerks,Cape Coral,FL,33909,Taproom,2020-03-03,Not recorded,1759
breweries/scratch-brewing-company,breweries,Scratch Brewing Company,Ava,IL,62907,Brewpub,2020-03-03,Not recorded,2333
breweries/screech-owl-brewing,breweries,Screech Owl Brewing,Bruceton Mills,WV,26525,Brewpub,2019-10-26,Not recorded,7904
breweries/scriptown-brewing-company,breweries,Scriptown Brewing Company,Omaha,NE,68131,Taproom,2020-03-03,Not recorded,4514
breweries/scuttlebutt-brewing-co,breweries,Scuttlebutt Brewing Co,Everett,WA,98201,Micro,2020-04-11,Not recorded,7362
breweries/sea-dog-brewing-co-clearwater,breweries,Sea Dog Brewing Co - Clearwater,Clearwater,FL,33761,Micro,2020-03-03,Not recorded,1765
breweries/sea-dog-brewing-co-s-portland,breweries,Sea Dog Brewing Co - S. Portland,S Portland,ME,04106,Brewpub,2020-02-07,Not recorded,3321
breweries/sea-dog-brewing-company-exeter,breweries,Sea Dog Brewing Company Exeter,Exeter,NH,03833,Brewpub,2020-04-11,Not recorded,4555
breweries/seaboard-brewing,breweries,Seaboard Brewing,Matthews,NC,28105,Taproom,2020-04-11,Not recorded,4339
breweries/seabright-brewery,breweries,Seabright Brewery,Santa Cruz,CA,95062,Brewpub,2020-03-03,Not recorded,1001
breweries/seaside-brewery,breweries,Seaside Brewery,Seaside,OR,97138,Brewpub,2020-03-03,Not recorded,5921
breweries/seaward-brewing,breweries,Seaward Brewing,Ventura,CA,93003,Micro,2020-04-11,Not recorded,1125
breweries/sebago-brewing,breweries,Sebago Brewing,Kennebunk,ME,04043,Brewpub,yes,Yes,3268
breweries/sebago-brewing-co,breweries,Sebago Brewing Co,Gorham,ME,04038,Micro,2019-04-20,Not recorded,3262
breweries/sebago-brewing-co-gorham-me,breweries,Sebago Brewing Co,Gorham,ME,04038,Micro,2019-04-20,Not recorded,3263
breweries/secatogue-brewing-co,breweries,Secatogue Brewing Co.,West Islip,NY,11795,Taproom,2020-03-03,Not recorded,5295
breweries/second-alarm-brewhouse-llc,breweries,"Second Alarm Brewhouse, LLC",Jemez Springs,NM,87025,Proprietor,2020-03-03,Not recorded,4805
breweries/second-district-brewing-co,breweries,Second District Brewing Co.,Philadelphia,PA,19145,Brewpub,2020-04-11,Not recorded,6213
breweries/second-salem-brewing-company,breweries,Second Salem Brewing Company,Whitewater,WI,53190,Brewpub,2020-04-11,Not recorded,7896
breweries/second-son-brews,breweries,Second Son Brews,Madera,CA,93636,Taproom,2020-04-11,Not recorded,592
breweries/second-state-brewing-company,breweries,Second State Brewing Company,Cedar Falls,IA,50613,Brewpub,2020-02-01,Not recorded,2181
breweries/second-street-brewery,breweries,Second Street Brewery,Santa Fe,NM,87505,Brewpub,2020-03-03,Not recorded,4830
breweries/secret-trail-brewing-company-llc,breweries,"Secret Trail Brewing Company, LLC",Chico,CA,95928,Taproom,2020-03-03,Not recorded,362
breweries/seismic-brewing-co,breweries,Seismic Brewing Co,Santa Rosa,CA,95407,Micro,2020-03-03,Not recorded,1017
breweries/selkirk-abbey-brewing,breweries,Selkirk Abbey Brewing,Post Falls,ID,83854,Micro,2020-02-01,Not recorded,2313
breweries/seminar-brewing,breweries,Seminar Brewing,Florence,SC,29501,Brewpub,2020-03-03,Not recorded,6398
breweries/seneca-street-brew-pub,breweries,Seneca Street Brew Pub,Manlius,NY,13104,Taproom,2020-04-11,Not recorded,5125
breweries/separatist-beer-project,breweries,Separatist Beer Project,Easton,PA,18042,Micro,12/20.2019,Not recorded,6043
breweries/sequoia-brewing-co-tower-district,breweries,Sequoia Brewing Co - Tower District,Fresno,CA,93728,Brewpub,2020-04-11,Not recorded,446
breweries/servaes-brewing-company,breweries,Servaes Brewing Company,Shawnee,KS,66203,Taproom,2020-03-03,Not recorded,2810
breweries/settle-down-easy-brewing-company,breweries,Settle Down Easy Brewing Company,Falls Church,VA,22042,Taproom,2020-02-07,Not recorded,7023
breweries/seven-arrows-brewing-co,breweries,Seven Arrows Brewing Co.,Waynesboro,VA,22980,Taproom,2020-02-07,Not recorded,7188
breweries/seven-bridges-grille-and-brewery,breweries,Seven Bridges Grille and Brewery,Jacksonville,FL,32246,Brewpub,2020-03-03,Not recorded,1833
breweries/seven-saws-brewing,breweries,Seven Saws Brewing,Holden,MA,01520,Taproom,2020-03-03,Not recorded,3005
breweries/seward-brewing,breweries,Seward Brewing,Seward,AK,99664,Brewpub,2019-04-20,Not recorded,35
breweries/shade-tree-saloon-and-grill,breweries,Shade Tree Saloon & Grill,Spring Branch,TX,78070,Brewpub,2020-04-11,Not recorded,6879
breweries/shades-brewing,breweries,Shades Brewing,Salt Lake City,UT,84115,Micro,2020-02-07,Not recorded,6938
breweries/shadowview-brewing,breweries,ShadowView Brewing,Woodstock,IL,60098,Brewpub,2020-02-07,Not recorded,2589
breweries/shaft-brewery,breweries,Shaft Brewery,Redondo Beach,CA,90277,Micro,2020-02-07,Not recorded,755
breweries/shaggy-ass-brewery-tj-haase-winery,breweries,Shaggy Ass Brewery / TJ Haase Winery,Clinton,IN,47842,Taproom,2020-04-11,Not recorded,2616
breweries/shaidzon-beer-company-llc,breweries,"Shaidzon Beer Company, LLC",West Kingston,RI,02892,Taproom,2019-11-27,Not recorded,6361
breweries/shale-brewing-co,breweries,Shale Brewing Co,North Canton,OH,44720,Micro,2020-04-11,Not recorded,5553
breweries/shannon-brewing-company-llc,breweries,"Shannon Brewing Company, LLC",Keller,TX,76248,Micro,2020-03-03,Not recorded,6785
breweries/shanty-shack-brewing,breweries,Shanty Shack Brewing,Santa Cruz,CA,95060,Taproom,2020-03-03,Not recorded,1002
breweries/shattuck-brewery-llc,breweries,"Shattuck Brewery, LLC",Elk River,ID,83827,Micro,2020-02-01,Not recorded,2284
breweries/shawneecraft-brewery,breweries,ShawneeCraft Brewery,Shawnee on Delaware,PA,18356,Taproom,2020-03-03,Not recorded,6281
breweries/she-beverage-company,breweries,SHE Beverage company,Lancaster,CA,93536,Micro,2020-03-03,Not recorded,527
breweries/shebeen-brewing-company,breweries,Shebeen Brewing Company,Wolcott,CT,06716,Micro,2020-03-03,Not recorded,1692
breweries/sheepscot-valley-brewing-co,breweries,Sheepscot Valley Brewing Co,Whitefield,ME,04353,Micro,2020-03-03,Not recorded,3342
breweries/shelter-distilling,breweries,Shelter Distilling,Mammoth Lakes,CA,93546,Brewpub,2020-03-03,Not recorded,593
breweries/shelter-island-craft-brewery,breweries,Shelter Island Craft Brewery,Shelter Island,NY,11964,Brewpub,2020-03-03,Not recorded,5245
breweries/shenandoah-valley-brewing-company,breweries,Shenandoah Valley Brewing Company,Staunton,VA,24401,Taproom,2020-02-07,Not recorded,7159
breweries/sherwood-brewing-co,breweries,Sherwood Brewing Co,Shelby Township,MI,48315,Brewpub,2020-03-03,Not recorded,3656
breweries/shiny-top-brewing,breweries,Shiny Top Brewing,Fort Dodge,IA,50501,Taproom,2020-02-01,Not recorded,2221
breweries/ship-bottom-brewery,breweries,Ship Bottom Brewery,Beach Haven,NJ,08008,Micro,2020-04-11,Not recorded,4622
breweries/shiplock-brewing,breweries,Shiplock Brewing,Richmond,VA,23219,Brewpub,2020-02-07,Not recorded,7122
breweries/shipwrecked-restaurant-and-brewery,breweries,Shipwrecked Restaurant and Brewery,Egg Harbor,WI,54209,Brewpub,2020-03-03,Not recorded,7723
breweries/shipyard-brew-pub-eliot,breweries,Shipyard Brew Pub Eliot,Eliot,ME,03903,Brewpub,2019-11-27,Not recorded,3252
breweries/shipyard-brewing-co,breweries,Shipyard Brewing Co,Portland,ME,04101,Regional,2019-11-27,Not recorded,3301
breweries/shire-breu-hous,breweries,Shire Breu Hous,Dalton,MA,01226,Brewpub,2020-02-01,Not recorded,2971
breweries/shmaltz-brewing-co,breweries,Shmaltz Brewing Co,Clifton Park,NY,12065,Contract,2020-03-03,Not recorded,5000
breweries/shoe-tree-brewing-co,breweries,Shoe Tree Brewing Co.,Carson City,NV,89706,Taproom,2020-03-03,Not recorded,4842
breweries/shoes-and-brews,breweries,Shoes & Brews,Longmont,CO,80501,Taproom,2020-04-11,Not recorded,1505
breweries/shoreline-brewery,breweries,Shoreline Brewery,Michigan City,IN,46360,Brewpub,2020-04-11,Not recorded,2720
breweries/short-bus-brew-house,breweries,Short Bus Brew House,Mc Clure,PA,17841,Brewpub,2020-04-11,Not recorded,6156
breweries/short-fuse-brewing-company,breweries,Short Fuse Brewing Company,Schiller Park,IL,60176,Taproom,2020-03-03,Not recorded,2552
breweries/short-story-brewing,breweries,Short Story Brewing,Rivesville,WV,26588,Brewpub,2020-02-07,Not recorded,7921
breweries/shorts-brewing-co,breweries,Short’s Brewing Co,Bellaire,MI,49615,Brewpub,2020-03-03,Not recorded,3378
breweries/shorts-brewing-co-production-facility,breweries,Short’s Brewing Co - Production Facility,Elk Rapids,MI,49629,Regional,2020-03-03,Not recorded,3448
breweries/shotwell-run-brewing-company,breweries,Shotwell Run Brewing Company,Etlan,VA,22719,Taproom,2020-02-07,Not recorded,7018
breweries/shrewd-fox-brewery,breweries,Shrewd Fox Brewery,Eldred,NY,12732,Taproom,2020-04-11,Not recorded,5023
breweries/shubrew-llc,breweries,"ShuBrew, LLC",Zelienople,PA,16063,Brewpub,2020-03-03,Not recorded,6331
breweries/shubrew-taproom,breweries,Shubrew Taproom,Harmony,PA,16037,Micro,2020-04-11,Not recorded,6090
breweries/shy-bear-brewing,breweries,Shy Bear Brewing,Lewistown,PA,17044,Brewpub,2020-04-11,Not recorded,6146
breweries/sibling-revelry-brewing,breweries,Sibling Revelry Brewing,Westlake,OH,44145,Micro,2020-03-03,Not recorded,5592
breweries/side-door-brewing-company,breweries,Side Door Brewing Company,Port Saint Lucie,FL,34952,Taproom,2020-04-11,Not recorded,1950
breweries/side-lot-brewery,breweries,Side Lot Brewery,Wauconda,IL,60084,Taproom,2020-03-03,Not recorded,2573
breweries/side-project-brewing,breweries,Side Project Brewing,Maplewood,MO,63143,Taproom,2019-11-27,Not recorded,3950
breweries/sideswipe-brewing,breweries,Sideswipe Brewing,Columbus,OH,43204,Taproom,2020-04-11,Not recorded,5445
breweries/sideways-farm-and-brewery,breweries,Sideways Farm and Brewery,Etowah,NC,28729,Taproom,2020-03-03,Not recorded,4268
breweries/sierra-blanca-brewing-co,breweries,Sierra Blanca Brewing Co,Moriarty,NM,87035,Micro,2020-04-11,Not recorded,4815
breweries/sierra-nevada-brewing-co,breweries,Sierra Nevada Brewing Co,Chico,CA,95928,Regional,2020-03-03,Not recorded,363
breweries/sierra-nevada-brewing-co-mills-river-nc,breweries,Sierra Nevada Brewing Co,Mills River,NC,28732,Regional,2020-03-03,Not recorded,4341
breweries/sigma-brewing-company,breweries,Sigma Brewing Company,Houston,TX,77003,Taproom,2020-03-03,Not recorded,6767
breweries/siluria-brewing-company,breweries,Siluria Brewing Company,Alabaster,AL,35007,Taproom,2020-03-03,Not recorded,44
breweries/silva-brewing,breweries,Silva Brewing,Paso Robles,CA,93446,Micro,2020-04-11,Not recorded,706
breweries/silver-branch-brewing-company,breweries,Silver Branch Brewing Company,Silver Spring,MD,20910,Micro,2020-02-01,Not recorded,3201
breweries/silver-city-brewery,breweries,Silver City Brewery,Bremerton,WA,98312,Regional,2020-02-07,Yes,7312
breweries/silver-falls-brewery,breweries,Silver Falls Brewery,Silverton,OR,97381,Brewpub,2020-03-03,Not recorded,5923
breweries/silver-gulch-brewing-co,breweries,Silver Gulch Brewing Co,Fairbanks,AK,99712,Micro,2019-12-08,Not recorded,19
breweries/silver-lake-brewing-project,breweries,Silver Lake Brewing Project,Perry,NY,14530,Taproom,2020-04-11,Not recorded,5183
breweries/silver-moon-brewing,breweries,Silver Moon Brewing,Redmond,OR,97756,Micro,2020-04-11,Not recorded,5895
breweries/silver-peak-restaurant-and-brewery,breweries,Silver Peak Restaurant and Brewery,Reno,NV,89502,Brewpub,2020-03-03,Not recorded,4868
breweries/silver-reef-brewing-company,breweries,Silver Reef Brewing Company,Saint George,UT,84790,Micro,2020-02-07,Not recorded,6919
breweries/silver-spruce-brewing-company,breweries,Silver Spruce Brewing Company,Traverse City,MI,49684,Taproom,2020-03-03,Not recorded,3678
breweries/silverking-brewing-company,breweries,Silverking Brewing Company,Tarpon Springs,FL,34689,Taproom,2020-03-03,Not recorded,2020
breweries/simple-roots-brewing-co,breweries,Simple Roots Brewing Co,Burlington,VT,05408,Taproom,2019-11-27,Not recorded,7219
other-places/simply-elegant-glass,other-places,simply elegant glass,,,,Other,yes,Yes,7971
breweries/sin-city-beer-co,breweries,Sin City Beer Co,Las Vegas,NV,89109,Contract,2020-03-03,Not recorded,4855
breweries/sing-sing-kill-brewery,breweries,Sing Sing Kill Brewery,Ossining,NY,10562,Taproom,2020-03-03,Not recorded,5167
breweries/singlecut-clifton-park,breweries,SingleCut Clifton Park,Clifton Park,NY,12065,Micro,2020-04-11,Not recorded,5001
breweries/singlespeed-brewing-co,breweries,SingleSpeed Brewing Co,Waterloo,IA,50701,Micro,2020-02-01,Not recorded,2253
breweries/singlespeed-brewing-co-tap-room,breweries,SingleSpeed Brewing Co Tap Room,Cedar Falls,IA,50613,Brewpub,2020-02-01,Not recorded,2182
breweries/sinistral-brewing-company,breweries,Sinistral Brewing Company,Manassas,VA,20110,Taproom,2020-03-03,Not recorded,7075
breweries/sisyphus-brewing,breweries,Sisyphus Brewing,Minneapolis,MN,55403,Taproom,2020-03-03,Not recorded,3794
breweries/siuslaw-brewing,breweries,Siuslaw Brewing,Alsea,OR,97324,Taproom,2020-03-03,Not recorded,5653
breweries/six-mile-bridge-brewery,breweries,Six Mile Bridge Brewery,Maryland Heights,MO,63043,Micro,2020-04-11,Not recorded,3951
breweries/sixpoint-brewery,breweries,Sixpoint Brewery,Brooklyn,NY,11231,Regional,2020-03-03,Not recorded,4939
breweries/sixth-sense-brewing-company,breweries,Sixth Sense Brewing Company,Jackson,OH,45640,Brewpub,2020-03-03,Not recorded,5497
breweries/sj-brewing-company,breweries,SJ Brewing Company,Yulee,FL,32097,Taproom,2020-03-03,Not recorded,2045
breweries/ska-brewing,breweries,SKA Brewing,Durango,CO,81303,Regional,2020-02-07,Not recorded,1373
breweries/skagit-river-brewery,breweries,Skagit River Brewery,Mount Vernon,WA,98273,Brewpub,2020-02-07,Not recorded,7420
breweries/skagway-brewing-co,breweries,Skagway Brewing Co,Skagway,AK,99840,Brewpub,2019-11-03,Not recorded,38
breweries/skewed-brewing,breweries,Skewed Brewing,Watertown,NY,13601,Brewpub,2020-04-11,Not recorded,5286
breweries/skipolinis-pizza,breweries,Skipolini’s Pizza,Rocklin,CA,95765,Brewpub,2020-04-11,Not recorded,772
breweries/skipping-rock-beer-co,breweries,Skipping Rock Beer Co.,Staunton,VA,24401,Taproom,2020-02-07,Not recorded,7160
breweries/skookum-brewery,breweries,Skookum Brewery,Arlington,WA,98223,Micro,2020-03-03,Not recorded,7280
breweries/skull-camp-brewing,breweries,Skull Camp Brewing,Elkin,NC,28621,Micro,2020-02-01,Not recorded,4267
breweries/skull-mechanix-brewing,breweries,Skull Mechanix Brewing,Austin,TX,78745,Taproom,2020-04-11,Not recorded,6629
breweries/skull-tree-brewing,breweries,Skull Tree Brewing,Casper,WY,82601,Taproom,2020-03-03,Not recorded,7931
breweries/skygazer-brewing-company,breweries,Skygazer Brewing Company,Southington,CT,06489,Taproom,2020-04-11,Not recorded,1673
breweries/skyline-brewing-company,breweries,Skyline Brewing Company,Klamath Falls,OR,97603,Micro,2020-03-03,Not recorded,5765
breweries/slate-creek-brewing-co,breweries,Slate Creek Brewing Co,Coeur D Alene,ID,83814,Taproom,2020-02-01,Not recorded,2282
breweries/slate-rock-brewing-company,breweries,Slate Rock Brewing Company,Amity,AR,71921,Taproom,2020-04-11,Not recorded,87
breweries/slaughter-county-brewing,breweries,Slaughter County Brewing,Port Orchard,WA,98366,Brewpub,2020-02-07,Not recorded,7444
breweries/sleeping-giant-brewing-company,breweries,Sleeping Giant Brewing Company,Denver,CO,80204,Micro,2020-03-03,Not recorded,1309
breweries/sleepy-owl-brewery,breweries,Sleepy Owl Brewery,Kingsport,TN,37660,Taproom,2019-10-26,Not recorded,6525
breweries/slippery-pig-brewery,breweries,Slippery Pig Brewery,Poulsbo,WA,98370,Brewpub,2020-02-07,Not recorded,7448
breweries/slo-brewing-co,breweries,SLO Brewing Co,San Luis Obispo,CA,93401,Micro,2020-03-03,Not recorded,962
breweries/slo-brewing-co-the-rock,breweries,SLO Brewing Co - The Rock,San Luis Obispo,CA,93401,Brewpub,2020-03-03,Not recorded,963
breweries/sloop-brewing,breweries,Sloop Brewing,East Fishkill,NY,12533,Micro,2020-03-03,Not recorded,5022
breweries/slow-play-brewing,breweries,Slow Play Brewing,Rock Hill,SC,29732,Taproom,2020-04-11,Not recorded,6438
